object_id,ein,RgnTxt,PrpsOfGrntTxt,CshGrntAmt,MnnrOfCshDsbrsmntTxt
201532889349300523,631222148,"NORTH AMERICA - CANADA AND MEXICO, BUT",FUNDING FOR MISSIONARY SCHOOL EDUCATING MINISTERS,WIRE TRANSFER
201532889349300523,631222148,RUSSIA & THE NEWLY INDEPENDENT STATES -,FUNDING FOR MISSIONARY SCHOOL EDUCATING MINISTERS,WIRE TRANSFER
201532889349300523,631222148,RUSSIA & THE NEWLY INDEPENDENT STATES -,FUNDING FOR MISSIONARY SCHOOL EDUCATING MINISTERS,WIRE TRANSFER
201532889349300523,631222148,RUSSIA & THE NEWLY INDEPENDENT STATES -,FUNDING FOR MISSIONARY SCHOOL EDUCATING MINISTERS,WIRE TRANSFER
201532889349300523,631222148,CENTRAL AMERICA AND THE CARIBBEAN -,FUNDING FOR MISSIONARY SCHOOL EDUCATING MINISTERS,WIRE TRANSFER
201532889349300523,631222148,"SUB-SAHARAN AFRICA - ANGOLA,",FUNDING FOR MISSIONARY SCHOOL EDUCATING MINISTERS,WIRE TRANSFER
201532889349300523,631222148,"SUB-SAHARAN AFRICA - ANGOLA,",FUNDING FOR MISSIONARY SCHOOL EDUCATING MINISTERS,WIRE TRANSFER
201532889349300523,631222148,"SUB-SAHARAN AFRICA - ANGOLA,",FUNDING FOR MISSIONARY SCHOOL EDUCATING MINISTERS,WIRE TRANSFER
201503209349316020,116039909,MIDDLE EAST AND NORTH AFRICA,PROMOTING JEWISH EDUCATION,1507072,WIRE/CHECK
201513169349303856,274495703,EAST ASIA AND THE PACIFIC,"QUEENSLAND BRAIN INSTITUTE, MARSHALL LABORATORY, UQ FOR LANTERN FISH PROJECT",405000,WIRE,FMV
201513169349303856,274495703,EAST ASIA AND THE PACIFIC,"THE DOW CENTRE FOR SUSTAINABLE ENGINEERING INNOVATION, UQ FOR THE OPERATIONS OF THE DOW CENTRE.",2000000,WIRE,FMV
201513169349303856,274495703,EAST ASIA AND THE PACIFIC,SUPPORT AUSTRALIAN INSTITUTE OF BUSINESS AND ECONOMICS,235000,WIRE,FMV
201513169349303856,274495703,EAST ASIA AND THE PACIFIC,THE MCLENNAN AND HOWES COLLABORATIVE SCHOLARSHIP,60000,WIRE,FMV
201513169349303856,274495703,EAST ASIA AND THE PACIFIC,"ENDOWED SCHOLARSHIPS, EMERGING NEEDS, VARIOUS FACULTIES, DEPARTMENTS AND COLLEGES",59703,WIRE,FMV
201513169349303856,274495703,EAST ASIA AND THE PACIFIC,THE CENTRE FOR SOCIAL RESPONSIBILITY IN MINING (CSRM) AT SMI FOR RESEARCH ON THE EFFECTIVENESS AND OUTCOMES OF CERTIFICATION SCHEMES IN THE MINING SECTOR.,125000,WIRE,FMV
201513169349303856,274495703,EAST ASIA AND THE PACIFIC,"THOMAS A. PLEIN ENDOWED SCHOLARSHIP FOR US CITIZEN(S) STUDYING IN EITHER THE SCHOOL OF BUSINESS, ECONOMICS OR LAW AT THE BUSINESS ECONOMICS AND LAW FACULTY.",27500,WIRE,FMV
201523159349300987,260069167,FUND SALARY OF PROF,10800,CHECK
201533209349315408,260833212,CHARITABLE,28934,WIRE TRANSFER
201533039349301303,912163512,SCHOOL AID,EFT
201533359349301118,841567873,Cuba,Training Support,10100,Wire Trnsfr
201533359349301118,841567873,Malawi,Training Support,11157,Wire Trnsfr
201533359349301118,841567873,Mexico,Training Support,28500,Wire Trnsfr
201533359349301118,841567873,USA Latinos,Training Support,10143,Wire Trnsfr
201513439349300141,980042539,"North America (including Canada and Mexico, but not the United States)","Since we are a Canadian organization, all of our grants are paid in Canada, which is outside the US. Our grants are to support student organizations, federated colleges, and other Universities performing research (subgrants).",1568737,Cheque,0
201522939349300037,580593438,East Asia,American Cultural,10000,Wire
201522859349300807,954749034,SUPPORT UNIVERSITY,CASH WIRE TRANSFER
201503499349300305,237069575,"North America (including Canada and Mexico, but not the United States)",research,5241987,cheque,0
201503519349300545,730739626,Central America and the Caribbean,Ministry support,150000,Check
201503519349300545,730739626,Middle East and North Africa,Pastoral training,5032,Check
201503519349300545,730739626,Europe (Including Iceland & Greenland),Ministry networking,7800,ACH payment
201503519349300545,730739626,Sub-Saharan Africa,Church building,5011,ACH payment
201620339349301002,042111203,East Asia and the Pacific,Research,63660,wire transfer,0
201620339349301002,042111203,Europe (including Iceland and Greenland),Research,45690,check,0
201620339349301002,042111203,"North America (including Canada and Mexico, but not the United States)",Research,41587,check,0
201620339349301002,042111203,South Asia,Research,18343,check,0
201620339349301002,042111203,South America,Research,24796,wire transfer,0
201620309349300107,454135256,EUROPE (INCLUDING ICELAND & GREENLAND),DIABETES RESEARCH,79926,WIRE TRANSFER
201640359349301314,951744369,"Sub-Saharan Africa - Angola, Benin, Botswana, Burkina, Faso,",Foreign studies,1867000,Wire Transfer
201543459349300904,986001141,"North America (including Canada and Mexico, but not the United States)",Research,56722000,Wire Cheque Draft,0
201543459349300904,986001141,Sub-Saharan Africa,Research,685000,Wire Cheque Draft,0
201543459349300904,986001141,East Asia and the Pacific,Research,193000,Wire Cheque Draft,0
201543459349300904,986001141,South Asia,Research,128000,Wire Cheque Draft,0
201543459349300904,986001141,Central America and the Caribbean,Research,63000,Wire Cheque Draft,0
201543459349300904,986001141,South America,Research,49000,Wire Cheque Draft,0
201543459349300904,986001141,Europe (including Iceland and Greenland),Research,27000,Wire Cheque Draft,0
201641339349303844,350868188,Europe (Including Iceland and Greenland),"See Footnote 2, Part V",60884,Check/Wire
201641339349303844,350868188,Sub-Saharan Africa,"See Footnote 2, Part V",47252,Check/Wire
201641339349303844,350868188,Sub-Saharan Africa,"See Footnote 2, Part V",49994,Check/Wire
201641339349303844,350868188,South Asia,"See Footnote 2, Part V",28000,Check/Wire
201641339349303844,350868188,Sub-Saharan Africa,"See Footnote 2, Part V",10000,Check/Wire
201641339349303844,350868188,Sub-Saharan Africa,"See Footnote 2, Part V",75000,Check/Wire
201641339349303844,350868188,Central America and the Caribbean,"See Footnote 2, Part V",490860,Check/Wire
201641339349303844,350868188,Europe (Including Iceland and Greenland),"See Footnote 2, Part V",284536,Check/Wire
201641339349303844,350868188,Europe (Including Iceland and Greenland),"See Footnote 2, Part V",5285,Check/Wire
201641339349303844,350868188,Sub-Saharan Africa,"See Footnote 2, Part V",5550,Check/Wire
201641339349303844,350868188,Sub-Saharan Africa,"See Footnote 2, Part V",244215,Check/Wire
201641339349303844,350868188,Middle East and North Africa,"See Footnote 2, Part V",300000,Check/Wire
201641339349303844,350868188,Sub-Saharan Africa,"See Footnote 2, Part V",68849,Check/Wire
201641339349303844,350868188,Sub-Saharan Africa,"See Footnote 2, Part V",5813,Check/Wire
201641339349303844,350868188,Europe (Including Iceland and Greenland),"See Footnote 2, Part V",50000,Check/Wire
201641339349303844,350868188,North America (Canada & Mexico only),"See Footnote 2, Part V",35938,Check/Wire
201601359349300220,341018992,East Asia and the Pacific,Research,62152,Wire transfer,0,n/A,N/a
201601359349300220,341018992,East Asia and the Pacific,Research,8958,Wire Transfer,0,N/A,n/a
201601359349300220,341018992,East Asia and the Pacific,Research,16525,Wire Transfer,0,N/A,n/a
201601359349300220,341018992,East Asia and the Pacific,Research,136366,Wire Transfer,0,N/A,n/a
201601359349300220,341018992,East Asia and the Pacific,Research,131404,Wire Transfer,0,N/A,n/a
201601359349300220,341018992,East Asia and the Pacific,Research,5462,Wire Transfer,0,N/A,n/a
201601359349300220,341018992,East Asia and the Pacific,Research,9920,Wire Transfer,0,N/A,n/a
201601359349300220,341018992,East Asia and the Pacific,Research,6618,Wire Transfer,0,N/A,n/a
201601359349300220,341018992,East Asia and the Pacific,Research,154982,Wire Transfer,0,N/A,n/a
201601359349300220,341018992,East Asia and the Pacific,Research,7158,Wire Transfer,0,N/A,n/a
201601359349300220,341018992,East Asia and the Pacific,Research,10899,Wire Transfer,0,N/A,n/a
201601359349300220,341018992,Europe (Including Iceland and Greenland),Research,6274,Wire Transfer,0,N/A,n/a
201601359349300220,341018992,Europe (Including Iceland and Greenland),Rsearch,75249,Wire Transfer,0,N/A,n/a
201601359349300220,341018992,Europe (Including Iceland and Greenland),Research,78642,Wire Transfer,0,N/A,n/a
201601359349300220,341018992,Europe (Including Iceland and Greenland),Research,60000,Wire Transfer,0,N/A,n/a
201601359349300220,341018992,Europe (Including Iceland and Greenland),Research,60871,Wire Transfer,0,N/A,n/a
201601359349300220,341018992,Europe (Including Iceland and Greenland),Research,48227,Wire Transfer,0,N/A,n/a
201601359349300220,341018992,Europe (Including Iceland and Greenland),Research,50932,Wire Transfer,0,N/A,n/a
201601359349300220,341018992,South America,Research,133819,Wire Transfer,0,N/A,n/a
201601359349300220,341018992,South America,Research,5441,Wire Transfer,0,N/A,n/a
201601359349300220,341018992,South Asia,Consulting,108450,Wire Transfer,0,N/A,n/a
201601359349300220,341018992,Sub-Saharan Africa,Research,57621,Wire Transfer,0,N/A,n/a
201601359349300220,341018992,Sub-Saharan Africa,Research,11000,Wire Transfer,0,N/A,n/a
201601359349300220,341018992,Sub-Saharan Africa,Research,195191,Wire Transfer,0,N/A,n/a
201601359349300220,341018992,Sub-Saharan Africa,Research,58321,Wire Transfer,0,N/A,n/a
201601359349300220,341018992,Sub-Saharan Africa,Research,178168,Wire Transfer,0,N/A,n/a
201601359349300220,341018992,Sub-Saharan Africa,Research,356788,Wire Transfer,0,N/A,n/a
201601359349300220,341018992,Sub-Saharan Africa,Research,41500,Wire Transfer,0,N/A,n/a
201601359349300220,341018992,Sub-Saharan Africa,Research,222947,Wire Transfer,0,N/A,n/a
201601359349300220,341018992,Sub-Saharan Africa,Research,15127,Wire Transfer,0,N/A,n/a
201601359349300220,341018992,Sub-Saharan Africa,Research,65157,Wire Transfer,0,N/A,n/a
201641379349306759,581357177,EUROPE,CAMPUS OPERATIONS,1683074,WIRE
201641379349306759,581357177,EUROPE,CAMPUS OPERATIONS,106665,INVENTORY GOODS TO SELL,COST
201641339349304374,020222111,"East Asia and the Pacific - Australia, Brunei, Burma, Cambodia,",Education,10625,Wire
201641319349301984,111797166,MIDDLE EAST AND NORTH AFRICA,RELIGIOUS AND EDUCATIONAL,158495,CHECK
201641319349301984,111797166,EUROPE,RELIGIOUS AND EDUCATIONAL,61745,CHECK
201641319349301984,111797166,"NORTH AMERICA - CANADA AND MEXICO, BUT",RELIGIOUS AND EDUCATIONAL,43965,CHECK
201641319349301984,111797166,"SOUTH AMERICA - ARGENTINA, BOLIVIA,",RELIGIOUS AND EDUCATIONAL,25060,CHECK
201641319349301984,111797166,"CENTRAL AMERICA AND THE CARIBBEAN - ANTIGUA & BARBUDA, ARUBA, BAHAMAS,",RELIGIOUS AND EDUCATIONAL,CHECK
201641319349301984,111797166,"EAST ASIA AND THE PACIFIC - AUSTRALIA, BRUNEI, BURMA, CAMBODIA,",RELIGIOUS AND EDUCATIONAL,5440,CHECK
201641349349305954,202951275,Sub-Saharan Africa,PEDIATRIC CARE,485448,WIRE
201641349349305954,202951275,Europe (Including Iceland and Greenland),PEDIATRIC CARE,1128238,WIRE
201641349349305954,202951275,Sub-Saharan Africa,PEDIATRIC CARE,1098333,WIRE
201641349349305954,202951275,Sub-Saharan Africa,PEDIATRIC CARE,353725,WIRE
201641349349305954,202951275,Sub-Saharan Africa,PEDIATRIC CARE,564166,WIRE
201641349349305954,202951275,Sub-Saharan Africa,PEDIATRIC CARE,133970,WIRE
201641349349305954,202951275,Sub-Saharan Africa,PEDIATRIC CARE,659166,WIRE
201641349349305954,202951275,Sub-Saharan Africa,PEDIATRIC CARE,2767652,WIRE
201641349349305954,202951275,South America,PEDIATRIC CARE,40361,WIRE
201630889349300408,760690847,Asia,Ministry,100000,Wire
201641339349300314,430653611,East Asia and the Pacific,Research,70228,Wire Transfer
201641339349300314,430653611,East Asia and the Pacific,Research,28105,Wire Transfer
201641339349300314,430653611,East Asia and the Pacific,Research,50750,Wire Transfer
201641339349300314,430653611,East Asia and the Pacific,Research,50805,Wire Transfer
201641339349300314,430653611,East Asia and the Pacific,Research,13970,Wire Transfer
201641339349300314,430653611,East Asia and the Pacific,Research,92318,Check
201641339349300314,430653611,East Asia and the Pacific,Research,130842,Check
201641339349300314,430653611,East Asia and the Pacific,Research,49032,Check
201641339349300314,430653611,East Asia and the Pacific,Research,65498,Check
201641339349300314,430653611,East Asia and the Pacific,Research,14400,Check
201641339349300314,430653611,Europe Including Iceland and Greenland,Research,51882,Wire Transfer
201641339349300314,430653611,Europe Including Iceland and Greenland,Research,67673,Wire Transfer
201641339349300314,430653611,Europe Including Iceland and Greenland,Research,31645,Wire Transfer
201641339349300314,430653611,Europe Including Iceland and Greenland,Research,35269,Wire Transfer
201641339349300314,430653611,Europe Including Iceland and Greenland,Research,50000,Wire Transfer
201641339349300314,430653611,Europe Including Iceland and Greenland,Research,12308,Wire Transfer
201641339349300314,430653611,Europe Including Iceland and Greenland,Research,49610,Wire Transfer
201641339349300314,430653611,Europe Including Iceland and Greenland,Research,150758,Wire Transfer
201641339349300314,430653611,Europe Including Iceland and Greenland,Research,48526,Wire Transfer
201641339349300314,430653611,Europe Including Iceland and Greenland,Research,50000,Wire Transfer
201641339349300314,430653611,Europe Including Iceland and Greenland,Research,21049,Wire Transfer
201641339349300314,430653611,Europe Including Iceland and Greenland,Research,71318,Check
201641339349300314,430653611,Europe Including Iceland and Greenland,Research,75623,Check
201641339349300314,430653611,Europe Including Iceland and Greenland,Research,77187,Check
201641339349300314,430653611,Europe Including Iceland and Greenland,Research,46926,Check
201641339349300314,430653611,Europe Including Iceland and Greenland,Research,30084,Check
201641339349300314,430653611,Europe Including Iceland and Greenland,Research,20128,Check
201641339349300314,430653611,Europe Including Iceland and Greenland,Research,255824,Check
201641339349300314,430653611,Europe Including Iceland and Greenland,Research,265345,Check
201641339349300314,430653611,Europe Including Iceland and Greenland,Research,249781,Check
201641339349300314,430653611,North America,Research,70239,Wire Transfer
201641339349300314,430653611,North America,Research,37308,Check
201641339349300314,430653611,North America,Research,6416,Check
201641339349300314,430653611,North America,Research,44745,Check
201641339349300314,430653611,North America,Research,5365,Check
201641339349300314,430653611,North America,Research,13812,Check
201641339349300314,430653611,North America,Research,21608,Check
201641339349300314,430653611,South America,Research,54819,Wire Transfer
201641339349300314,430653611,South Asia,Research,71286,Wire Transfer
201641339349300314,430653611,South Asia,Research,45789,Wire Transfer
201641339349300314,430653611,South Asia,Research,12019,Wire Transfer
201641339349300314,430653611,South Asia,Research,32400,Wire Transfer
201641339349300314,430653611,South Asia,Research,33354,Wire Transfer
201641339349300314,430653611,Sub-Saharan Africa,Research,85690,Wire Transfer
201641339349300314,430653611,Sub-Saharan Africa,Research,76539,Wire Transfer
201641339349300314,430653611,Sub-Saharan Africa,Research,11550,Check
201641339349300314,430653611,Sub-Saharan Africa,Research,73945,Wire Transfer
201641339349300314,430653611,Sub-Saharan Africa,Research,67771,Wire Transfer
201641339349300314,430653611,Sub-Saharan Africa,Research,11082,Wire Transfer
201641339349300314,430653611,Sub-Saharan Africa,Research,148274,Wire Transfer
201641339349300314,430653611,Sub-Saharan Africa,Research,29479,Wire Transfer
201641339349300314,430653611,Sub-Saharan Africa,Research,75000,Wire Transfer
201631359349300008,240772407,Europe,Subrecipient Award,30000,wire
201631339349304438,042103634,Middle East and North Africa,Subcontract Research Grant,8990,CHECK
201631339349304438,042103634,East Asia and the Pacific,Subcontract Research Grant,124993,CHECK
201631339349304438,042103634,Sub-Saharan Africa,Subcontract Research Grant,46997,WIRE
201631339349304438,042103634,Sub-Saharan Africa,Subcontract Research Grant,1016524,WIRE
201631339349304438,042103634,Europe (Including Iceland and Greenland),Subcontract Research Grant,68946,WIRE
201631339349304438,042103634,South Asia,Subcontract Research Grant,81558,WIRE
201631339349304438,042103634,Europe (Including Iceland and Greenland),Subcontract Research Grant,14980,WIRE
201631339349304438,042103634,East Asia and the Pacific,Subcontract Research Grant,98786,WIRE
201631339349304438,042103634,South Asia,Subcontract Research Grant,94521,WIRE
201631339349304438,042103634,Middle East and North Africa,Subcontract Research Grant,36716,WIRE
201631339349304438,042103634,East Asia and the Pacific,Subcontract Research Grant,57599,WIRE
201631339349304438,042103634,Europe (Including Iceland and Greenland),Subcontract Research Grant,77877,WIRE
201631339349304438,042103634,Sub-Saharan Africa,Subcontract Research Grant,128853,WIRE
201631339349304438,042103634,South America,Subcontract Research Grant,214992,WIRE
201631339349304438,042103634,South Asia,Scholarships,16000,WIRE
201631339349304438,042103634,South Asia,Student Stipends,12000,WIRE
201631339349304438,042103634,Sub-Saharan Africa,Subcontract Research Grant,28430,WIRE
201631339349304438,042103634,East Asia and the Pacific,Subcontract Research Grant,40362,WIRE
201631339349304438,042103634,Sub-Saharan Africa,Scholarships,19525,WIRE
201631339349304438,042103634,Sub-Saharan Africa,Subcontract Research Grant,452649,WIRE
201631339349304438,042103634,Sub-Saharan Africa,Subcontract Research Grant,24898,WIRE
201631339349304438,042103634,Sub-Saharan Africa,Subcontract Research Grant,15000,WIRE
201631339349304438,042103634,Middle East and North Africa,Subcontract Research Grant,36150,WIRE
201631339349304438,042103634,Sub-Saharan Africa,Subcontract Research Grant,536785,WIRE
201631339349304438,042103634,Sub-Saharan Africa,Subcontract Research Grant,126879,WIRE
201631339349304438,042103634,South Asia,Subcontract Research Grant,94501,WIRE
201631339349304438,042103634,Sub-Saharan Africa,Subcontract Research Grant,33759,WIRE
201631339349304438,042103634,Sub-Saharan Africa,Subcontract Research Grant,21060,WIRE
201631339349304438,042103634,East Asia and the Pacific,Subcontract Research Grant,118819,WIRE
201631339349304438,042103634,Sub-Saharan Africa,Subcontract Research Grant,5408,WIRE
201631339349304438,042103634,Sub-Saharan Africa,Subcontract Research Grant,17982,WIRE
201631339349304438,042103634,Sub-Saharan Africa,Subcontract Research Grant,128694,WIRE
201631339349304438,042103634,Sub-Saharan Africa,Subcontract Research Grant,64763,WIRE
201631339349304438,042103634,South Asia,Subcontract Research Grant,26798,WIRE
201631339349304438,042103634,Europe (Including Iceland and Greenland),Subcontract Research Grant,45950,WIRE
201631339349304438,042103634,Sub-Saharan Africa,International Program Advances,10339,WIRE
201631339349304438,042103634,Sub-Saharan Africa,Subcontract Research Grant,141861,WIRE
201631339349304438,042103634,Sub-Saharan Africa,Subcontract Research Grant,36130,WIRE
201631339349304438,042103634,Sub-Saharan Africa,Subcontract Research Grant,26216,WIRE
201631339349304438,042103634,Sub-Saharan Africa,Subcontract Research Grant,23100,WIRE
201631339349304438,042103634,Sub-Saharan Africa,Subcontract Research Grant,28840,WIRE
201631339349304438,042103634,Sub-Saharan Africa,Subcontract Research Grant,28840,WIRE
201631339349304438,042103634,Sub-Saharan Africa,Subcontract Research Grant,30100,WIRE
201631339349304438,042103634,Sub-Saharan Africa,Subcontract Research Grant,23699,WIRE
201631339349304438,042103634,Europe (Including Iceland and Greenland),Subcontract Research Grant,32400,WIRE
201631339349304438,042103634,Sub-Saharan Africa,International Program Advances,89275,WIRE
201631339349304438,042103634,Sub-Saharan Africa,International Program Advances,98640,WIRE
201621379349302022,640303084,North America,RESEARCH,75967,WIRE
201631179349300318,950549600,Central America and the Caribbean,Humanitarian,10760,Cash
201641179349300609,240795686,NORTH AMERICA,PROMOTION OF HUMANITIES,131295,WIRE TRANSFER,0,N/A,N/A
201621959349301227,362167817,Middle East and North Africa,Grant subaward from sponsored research funds,12777,ACH direct deposit or Check
201621959349301227,362167817,North America (Canada & Mexico only),Grant subaward from sponsored research funds,25978,ACH direct deposit or Check
201621959349301227,362167817,Europe (Including Iceland and Greenland),Grant subaward from sponsored research funds,69145,ACH direct deposit or Check
201621959349301227,362167817,North America (Canada & Mexico only),Grant subaward from sponsored research funds,51500,ACH direct deposit or Check
201621959349301227,362167817,North America (Canada & Mexico only),Grant subaward from sponsored research funds,18715,ACH direct deposit or Check
201621959349301227,362167817,Europe (Including Iceland and Greenland),Grant subaward from sponsored research funds,60422,ACH direct deposit or Check
201621959349301227,362167817,Europe (Including Iceland and Greenland),Grant subaward from sponsored research funds,32659,ACH direct deposit or Check
201621959349301227,362167817,North America (Canada & Mexico only),Grant subaward from sponsored research funds,3900,ACH direct deposit or Check
201621959349301227,362167817,Europe (Including Iceland and Greenland),Grant subaward from sponsored research funds,75159,ACH direct deposit or Check
201621959349301227,362167817,North America (Canada & Mexico only),Grant subaward from sponsored research funds,14522,ACH direct deposit or Check
201621959349301227,362167817,North America (Canada & Mexico only),Grant subaward from sponsored research funds,42276,ACH direct deposit or Check
201621959349301227,362167817,East Asia and the Pacific,Grant subaward from sponsored research funds,297138,ACH direct deposit or Check
201621959349301227,362167817,Sub-Saharan Africa,Grant subaward from sponsored research funds,81740,ACH direct deposit or Check
201621959349301227,362167817,Europe (Including Iceland and Greenland),Grant subaward from sponsored research funds,93427,ACH direct deposit or Check
201621959349301227,362167817,North America (Canada & Mexico only),Grant subaward from sponsored research funds,6250,ACH direct deposit or Check
201621959349301227,362167817,North America (Canada & Mexico only),Grant subaward from sponsored research funds,550329,ACH direct deposit or Check
201621959349301227,362167817,Middle East and North Africa,Grant subaward from sponsored research funds,42134,ACH direct deposit or Check
201621959349301227,362167817,Europe (Including Iceland and Greenland),Grant subaward from sponsored research funds,94512,ACH direct deposit or Check
201621959349301227,362167817,North America (Canada & Mexico only),Grant subaward from sponsored research funds,101648,ACH direct deposit or Check
201621959349301227,362167817,North America (Canada & Mexico only),Grant subaward from sponsored research funds,23500,ACH direct deposit or Check
201621959349301227,362167817,Europe (Including Iceland and Greenland),Grant subaward from sponsored research funds,108189,ACH direct deposit or Check
201621959349301227,362167817,North America (Canada & Mexico only),Grant subaward from sponsored research funds,28203,ACH direct deposit or Check
201621959349301227,362167817,Europe (Including Iceland and Greenland),Grant subaward from sponsored research funds,78578,ACH direct deposit or Check
201621959349301227,362167817,South Asia,Grant subaward from sponsored research funds,72360,ACH direct deposit or Check
201621959349301227,362167817,Sub-Saharan Africa,Grant subaward from sponsored research funds,111966,ACH direct deposit or Check
201621959349301227,362167817,Europe (Including Iceland and Greenland),Grant subaward from sponsored research funds,185213,ACH direct deposit or Check
201621959349301227,362167817,Europe (Including Iceland and Greenland),Grant subaward from sponsored research funds,50741,ACH direct deposit or Check
201621959349301227,362167817,Sub-Saharan Africa,Grant subaward from sponsored research funds,41023,ACH direct deposit or Check
201621959349301227,362167817,Sub-Saharan Africa,Grant subaward from sponsored research funds,18198,ACH direct deposit or Check
201621959349301227,362167817,Europe (Including Iceland and Greenland),Grant subaward from sponsored research funds,9751,ACH direct deposit or Check
201621959349301227,362167817,Middle East and North Africa,Grant subaward from sponsored research funds,228894,ACH direct deposit or Check
201621959349301227,362167817,East Asia and the Pacific,Grant subaward from sponsored research funds,100439,ACH direct deposit or Check
201621959349301227,362167817,Sub-Saharan Africa,Grant subaward from sponsored research funds,12618,ACH direct deposit or Check
201621959349301227,362167817,Sub-Saharan Africa,Grant subaward from sponsored research funds,48589,ACH direct deposit or Check
201621959349301227,362167817,Central America and the Caribbean,Grant subaward from sponsored research funds,117310,ACH direct deposit or Check
201621959349301227,362167817,East Asia and the Pacific,Grant subaward from sponsored research funds,160176,ACH direct deposit or Check
201621959349301227,362167817,East Asia and the Pacific,Grant subaward from sponsored research funds,27098,ACH direct deposit or Check
201621959349301227,362167817,Europe (Including Iceland and Greenland),Grant subaward from sponsored research funds,38871,ACH direct deposit or Check
201621959349301227,362167817,South Asia,Grant subaward from sponsored research funds,80166,ACH direct deposit or Check
201621959349301227,362167817,South Asia,Charitable contribution raised by student organization,12770,ACH direct deposit or Check
201621959349301227,362167817,Sub-Saharan Africa,Charitable contribution raised by student organization,38000,ACH direct deposit or Check
201631979349300448,941156365,SOUTH ASIA,RESEARCH SUB,666448,CHECK/WIRE
201631979349300448,941156365,SOUTH ASIA,RESEARCH SUB,15474,CHECK/WIRE
201631979349300448,941156365,MIDDLE EAST & NORTH AFRICA,RESEARCH SUB,142867,CHECK/WIRE
201631979349300448,941156365,EAST ASIA AND THE PACIFIC,RESEARCH SUB,52214,CHECK/WIRE
201631979349300448,941156365,NORTH AMERICA,RESEARCH SUB,141072,CHECK/WIRE
201631979349300448,941156365,SUB-SAHARAN AFRICA,RESEARCH SUB,49800,CHECK/WIRE
201631979349300448,941156365,EUROPE,RESEARCH SUB,77772,CHECK/WIRE
201631979349300448,941156365,SUB-SAHARAN AFRICA,RESEARCH SUB,151843,CHECK/WIRE
201631979349300448,941156365,EUROPE,RESEARCH SUB,60200,CHECK/WIRE
201631979349300448,941156365,EUROPE,RESEARCH SUB,223482,CHECK/WIRE
201631979349300448,941156365,SOUTH ASIA,RESEARCH SUB,165645,CHECK/WIRE
201631979349300448,941156365,EUROPE,RESEARCH SUB,142453,CHECK/WIRE
201631979349300448,941156365,EUROPE,RESEARCH SUB,66063,CHECK/WIRE
201631979349300448,941156365,SOUTH ASIA,RESEARCH SUB,804050,CHECK/WIRE
201631979349300448,941156365,NORTH AMERICA,RESEARCH SUB,86019,CHECK/WIRE
201631979349300448,941156365,EUROPE,RESEARCH SUB,144826,CHECK/WIRE
201631979349300448,941156365,SUB-SAHARAN AFRICA,RESEARCH SUB,102000,CHECK/WIRE
201631979349300448,941156365,EAST ASIA AND THE PACIFIC,RESEARCH SUB,85693,CHECK/WIRE
201631979349300448,941156365,EUROPE,RESEARCH SUB,145789,CHECK/WIRE
201631979349300448,941156365,NORTH AMERICA,RESEARCH SUB,21193,CHECK/WIRE
201631979349300448,941156365,EUROPE,RESEARCH SUB,8054,CHECK/WIRE
201631979349300448,941156365,EAST ASIA AND THE PACIFIC,RESEARCH SUB,103965,CHECK/WIRE
201631979349300448,941156365,EAST ASIA AND THE PACIFIC,RESEARCH SUB,261972,CHECK/WIRE
201631979349300448,941156365,NORTH AMERICA,RESEARCH SUB,27807,CHECK/WIRE
201631979349300448,941156365,EUROPE,RESEARCH SUB,22442,CHECK/WIRE
201631979349300448,941156365,EUROPE,RESEARCH SUB,16440,CHECK/WIRE
201631979349300448,941156365,MIDDLE EAST & NORTH AFRICA,RESEARCH SUB,102848,CHECK/WIRE
201631979349300448,941156365,MIDDLE EAST & NORTH AFRICA,RESEARCH SUB,91747,CHECK/WIRE
201631979349300448,941156365,CENTRAL AMERICA AND THE CARIBBEAN,RESEARCH SUB,18210,CHECK/WIRE
201631979349300448,941156365,SUB-SAHARAN AFRICA,RESEARCH SUB,137160,CHECK/WIRE
201631979349300448,941156365,EUROPE,RESEARCH SUB,97250,CHECK/WIRE
201631979349300448,941156365,NORTH AMERICA,RESEARCH SUB,14838,CHECK/WIRE
201631979349300448,941156365,EUROPE,RESEARCH SUB,162030,CHECK/WIRE
201631979349300448,941156365,NORTH AMERICA,RESEARCH SUB,12223,CHECK/WIRE
201631979349300448,941156365,EAST ASIA AND THE PACIFIC,RESEARCH SUB,42292,CHECK/WIRE
201631979349300448,941156365,NORTH AMERICA,RESEARCH SUB,491794,CHECK/WIRE
201631979349300448,941156365,EAST ASIA AND THE PACIFIC,RESEARCH SUB,312444,CHECK/WIRE
201631979349300448,941156365,EUROPE,RESEARCH SUB,25000,CHECK/WIRE
201631979349300448,941156365,NORTH AMERICA,RESEARCH SUB,22300,CHECK/WIRE
201631979349300448,941156365,EAST ASIA AND THE PACIFIC,RESEARCH SUB,107365,CHECK/WIRE
201631979349300448,941156365,NORTH AMERICA,RESEARCH SUB,148013,CHECK/WIRE
201631979349300448,941156365,NORTH AMERICA,RESEARCH SUB,65718,CHECK/WIRE
201631979349300448,941156365,EUROPE,RESEARCH SUB,60000,CHECK/WIRE
201622109349300832,274495703,East Asia and the Pacific,"SUPPORT TO UQ STUDENTS, PROGRAMS AND RESIDENTIAL COLLEGES.",2577482,WIRE,FMV
201612219349301731,954749034,SUPPORT UNIVERSITY,CASH WIRE TRANSFER
