object_id,ein,BndRfrncCd,BsnssNmLn1Txt,BndIssrEIN,BndIssdDt,IssPrcAmt,PrpsDsc,DfsdInd,OnBhlfOfIssrInd,PlFnncngInd
201501359349303590,560532129,RetDoc1053100001,D,NC CAPITAL FACILITIES FINANCE AGENCY,561592154,65819GFT0,2009-02-25,252585252,SEE PART VI,0,0,0
201500919349300135,370661494,A,ILLINOIS FINANCE AUTHORITY SERIES 2007 A,861091967,45200B3A4,2007-04-17,59003141,REFUND BONDS ISSUED ON 8/12/99; CONSTRUCT UNIV. FAC,0,0,0
201500919349300135,370661494,B,ILLINOIS FINANCE AUTHORITY SERIES 2008 A&B,861091967,45200FDZ9,2008-03-25,63775000,REFUND BONDS ISSUED ON 2/19/02 AND 4/17/07,0,0,0
201501339349302330,951643389,A,CALIFORNIA EDUCATIONAL FACILITIES AUTHORITY,521705592,130175YV8,2003-03-27,17475467,SEE PART V,0,0,0
201501339349302330,951643389,B,CALIFORNIA EDUCATIONAL FACILITIES AUTHORITY,521705592,130175D58,2003-06-11,17193800,REFUND OF PRIOR 1995 BOND ISSUE,0,0,0
201501339349302330,951643389,C,CALIFORNIA EDUCATIONAL FACILITIES AUTHORITY,521705592,1301755C2,2005-07-07,28430427,SEE PART V,0,0,0
201501339349302330,951643389,D,CALIFORNIA EDUCATIONAL FACILITIES AUTHORITY,521705592,130178NF9,2008-05-22,20434949,SEE PART V,0,0,0
201521969349301762,366112087,IRS990ScheduleK1,A,ILLINOIS FINANCE AUTHORITY,861091967,45200B8K7,2003-10-16,23775796,"CURRENT REFUNDING OF 1993 AND CAPITAL EXPENSES, ISSUE COSTS AND DEBT SERVICE RESERVE",false,false,false
201521969349301762,366112087,IRS990ScheduleK1,B,ILLINOIS EDUCATIONAL FACILITIES AUTHORITY,521297563,4520017Z7,2004-09-07,5704947,CURRENT REFUNDING OF 1992 ISSUE,false,false,false
201521969349301762,366112087,IRS990ScheduleK1,C,ILLINOIS FINANCE AUTHORITY,861091967,45203HAY8,2011-05-25,13623675,CURRENT REFUNDING OF 1998 ISSUE,false,false,false
201521969349301762,366112087,IRS990ScheduleK1,D,ILLINOIS FINANCE AUTHORITY,861091967,45200BEH8,2007-09-13,47714918,CONSTRUCTION & RENOV.,false,false,false
201530689349300723,410708577,A,MN HIGHER EDUCATION FACILITIES AUTHORITY,410988525,60416HLD4,2007-08-02,43541514,CONSTRUCTION & BOND RETIREMENT,0,0,0
201530379349300933,580568687,A,DEVELOPMENT AUTHORITY OF RANDOLPH COUNTY,272875016,2012-05-31,1,REHABILITATION AND RENOVATION OF COLLEGE FACILITIES AND REFI DEBT,0,0,0
201530409349301118,911838771,A,Metro Community College Facilities Corporation,911838771,591835BZ5,2010-12-30,1960000,Refund Prior Issue (12/23/02),0,1,0
201530409349301118,911838771,B,Metro Community College Facilities Corporation,911838771,591835CP6,2012-06-12,9082859,Refund Prior Issue (3/29/06),0,1,0
201521949349300022,111788788,A,NEW YORK CITY INDUSTRIAL DEVELOPMENT AGENCY,132906040,64971CN75,2003-03-27,12496027,RENOVATION AND EQUIPMENT,false,false,false
201521949349300022,111788788,B,NASSAU COUNTY INDUSTRIAL DEVELOPMENT AGENCY,112559657,631657LB7,2010-03-02,20523052,CONVERTED BONDS ISSUED 08/29/2000,false,false,false
201521949349300022,111788788,C,SUFFOLK COUNTY INDUSTRIAL DEVELOPMENT AGENCY,112584714,864768SN7,2010-03-02,40831593,CONVERTED BONDS ISSUED 08/29/2000,false,false,false
201531249349300433,150532078,A,MCCRC-SERIES 2012A,272499520,557363BJ6,2012-06-15,30709683,REFINANCE OF SERIES 2003A & 2003B,false,false,false
201531249349300433,150532078,B,MCCRC-SERIES 2010A,272499520,557363AS7,2010-05-25,36532630,CONSTR PROJ & REFINANCE SERIES '98,false,false,false
201531249349300433,150532078,C,MCIDA-SERIES 2005A,521325841,557365CP6,2005-09-26,46388559,VARIOUS CONSTRUCTION PROJECTS,false,false,false
201531249349300433,150532078,D,MCCRC-SERIES 2013A,272499520,557363BY3,2013-02-14,49773660,REFINANCE SERIES 2004A,false,false,false
201531329349303768,132676570,A,DORMITORY AUTHORITY of the STATE OF NEW YORK,146000293,649907M82,2014-06-26,59716460,PROJECT REVENUE BOND 2014A,false,false,true
201531329349303768,132676570,B,dormitory authority of the state of new york,146000293,2013-12-18,19520000,PROJECT REVENUE BOND 2013A,false,false,false
201511329349303731,953127273,A,CA Statewide Communities Development Authority,680164610,130795LX3,2007-10-17,104900000,See Part VI`,false,false,false
201511359349302631,141338587,A,DORMITORY AUTH OF THE STATE OF NY,146000293,649903KD2,2007-04-18,127431246,"CAP IMP, REFUND SERIES 1995 & ADVANCE REFUND SERIES 2001",0,0,0
201511359349302631,141338587,B,DORMITORY AUTH OF THE STATE OF NY,146000293,649905YS9,2010-04-29,50593000,CAPITAL IMPROVEMENTS,0,0,0
201511359349302631,141338587,C,DUTCHESS COUNTY LOCAL DEVELOPMENT CORPORATION,273106797,267045DC3,2013-06-06,87968505,CAPITAL IMPROVEMENTS,0,0,0
201510369349300711,344430762,A,Ohio Higher Educational Facility Commission,c/o Ohio Board of Regents,346849674,2008-07-29,3450000,Building Renovations,0,0,0
201510369349300801,231352664,A,Lehigh County General Purpose Authority,911886539,5248058X9,2008-04-04,56505000,current refund of Authority's Bonds Series 05 & 07,0,0,0
201510369349300801,231352664,B,Lehigh County General Purpose Authority,911886539,52480RAV2,2009-05-14,19744064,"capital projects including design, construction, renovation, equipping and furnishing of instruction",0,0,0
201510439349301336,580566199,A,DEVELOPMENT AUTHORITY OF LAGRANGE GEORGIA SERIES 2007,410631BD6,2007-09-13,37000000,"CONSTRUCTION OF LIBRARY,PARKING LOTS AND RESIDENCE HALLS",0,0,0
201510379349301351,480543728,A,CITY OF STERLING KS,486016934,859368AM4,2007-04-25,5510000,REFUNDING AND FINANCING CAMPUS IMPROVEMENTS,false,false,false
201510809349300306,231352668,A,PHILADELPHIA HIGHER EDUCATION FINANCING AUTHORITY,232243852,70917NU69,2005-01-15,40545000,"REFUND ESCROWS, CONSTRUCTION & MIS",false,false,false
201510809349300306,231352668,B,PENNSYLVANIA HIGHER EDUCATION FINANCING AUTHORITY,232243852,70917RQY2,2008-05-17,67400000,REDEEM PRIOR BONDS AND CREATE DEBT,false,false,false
201510809349300306,231352668,C,PENNSYLVANIA HIGHER EDUCATION FINANCING AUTHORITY,232243852,70917RQY2,2012-09-12,31000000,REDEEM PRIOR BONDS AND CREATE DEBT,false,false,false
201510819349300056,231352641,A,ADAMS COUNTY INDUSTRIAL DEVELOPMENT AUTHORITY,232988777,006116BJ5,2010-06-23,71523663,REFINACING,false,false,false
201510819349300056,231352641,B,ADAMS COUNTY INDUSTRIAL DEVELOPMENT AUTHORITY,232988777,006116BQ9,2013-07-24,18584772,REFINACING,false,false,false
201510709349300411,580603153,A,United Community Bank,580554454,2011-12-19,7800000,Construct residence hall and fieldhouse.,0,0,0
201510709349300411,580603153,B,Downtown Dev Authority of the City of Waleska,580554454,2009-07-17,11000000,Refinance outstanding balance on 2001 and 2003 bonds.,0,0,0
201510419349300131,251114320,A,PENNSYLVANIA HIGHER EDUCATION FACILITIES AUTHORITY,232243852,70917NVR2,2003-06-12,5100000,CONSTRUCTION PROJECTS INCL RENOVATION OF STUDENT UNION AND DORMITORY,0,0,0
201510419349300131,251114320,B,PENNSYLVANIA HIGHER EDUCATION FACILITIES AUTHORITY,232243852,70917R2V6,2011-11-15,9956250,CONSTRUCTION OF NEW CONVOCATION CENTER,0,0,0
201510429349300226,231352698,IRS990ScheduleK,A,Pennsylvania Higher Education Facilities Authority,232243852,70917N8U1,2005-11-22,32689842,EE1 New Dormitories/New Health-Fit,false,false,false
201510429349300226,231352698,IRS990ScheduleK,B,Pennsylvania Higher Education Facilities Authority,232243852,70917SJZ7,2014-05-21,26830707,"T2 Refuunding 2004 BB, 2004 M3, 20",false,false,false
201511329349301451,251024358,A,PENNSYLVANIA HIGHER EDUCATIONAL FACILITIES AUTHORITY REVENUE BONDS 2011 JJ2,232243852,70917R2X2,2011-11-15,16500000,SCIENCE BUILDING CONSTRUCTION,0,0,0
201511329349301451,251024358,B,PENNSYLVANIA HIGHER EDUCATIONAL FACILITIES AUTHORITY REVENUE BONDS 2012 LL2,232243852,70917SCP6,2012-10-31,8604432,REFINANCE 2003 BONDS,0,0,0
201511339349300011,410518750,A,MINNESOTA HIGHER EDUCATION FACILITIES AUTHORITY,410988525,NONEAVAIL,2013-05-30,10800000,"REFUND 10/02/03 BOND ISSUE AND BORROW UP TO 130,000 FOR ISSUANCE COST",0,0,0
201511669349300136,310707369,A,Ohio Higher Educational Facility Commission,346849674,000000000,2010-01-01,5000000,Renovation of various buildings and purchase of tech. equip.,0,0,0
201511669349300136,310707369,B,Ohio Higher Educational Facility Commission,346849674,000000000,2010-12-23,9500000,"Bond refunding, purchasing and renovation of building, et al",0,0,0
201511329349302186,350868125,IRS990ScheduleK,A,INDIANA FINANCE AUTHORITY,351602316,455057KK4,2007-11-08,31469854,REFUNDING SERIES 2003 ENERGY BONDS,false,false,false
201511329349302186,350868125,IRS990ScheduleK,B,INDIANA FINANCE AUTHORITY,351602316,455057YZ6,2010-06-23,30421188,REFUNDING SERIES 1999 BONDS,false,false,false
201521009349300812,430662529,A,HEALTH AND EDUCATION FACILITIES AUTHORITY OF MO,431178966,60636ABY8,2011-07-13,63275228,REFUND BONDS & FINANCE NEW BLDG,false,false,false
201521319349301002,610469267,A,CITY OF CAMPBELLSVILLE KENTUCKY,2005 SERIES PROJECT,616002310,13450NBCD,2005-02-10,3595000,TO CONSTRUCT VARIOUS EDUCATIONAL FACILITIES ON CAMPUS AND MAINTAIN ADEQUATE,false,false,false
201521319349301002,610469267,B,CAMPBELLSVILLE TAYLOR COUNTY ECONOM,C DEVELOPMENT AUTHORITY,621738044,2012-09-21,3200000,CURRENT REFUNDING OF 1999 BOND ISSUE,false,false,false
201521319349301002,610469267,C,CAMPBELLSVILLE TAYLOR COUNTY ECONOM,C DEVELOPMENT AUTHORITY,621738044,2012-09-21,8600000,REFINANCING PROJECT FOR EXISTING NOTE PAYABLES AND NEW CONSTRUCTION,false,false,false
201521319349301002,610469267,D,CITY OF CAMPBELLSVILLE KY,616002310,134517CK5,2013-09-30,17850000,TO CURRENT REFUND SERIES 2004 BONDS AND PROVIDE NEW CONSTRUCTION CAPITAL,false,false,false
201521319349301792,160743209,IRS990ScheduleK,A,DORMITORY AUTHORITY OF THE STATE OF NEW YORK,146000293,64983UP20,2003-11-06,164425000,"2003 A,B,C- CAPITAL PROJECTS",false,false,false
201521319349301792,160743209,IRS990ScheduleK,B,DORMITORY AUTHORITY OF THE STATE OF NEW YORK,146000293,64983TC50,2004-08-26,45602797,2004 A- CO-GENERATION FACILITY,false,false,false
201521319349301792,160743209,IRS990ScheduleK,C,DORMITORY AUTHORITY OF THE STATE OF NEW YORK,146000293,64983QWB1,2006-03-16,111180000,2006 A-1 & B-1- BOND REFINANCING,false,false,false
201521319349301792,160743209,IRS990ScheduleK,D,DORMITORY AUTHORITY OF THE STATE OF NEW YORK,146000293,649903BH3,2007-02-21,180959178,"2007 A-1, A-2 & B- CAPITAL PROJECT",false,false,false
201520479349302217,480543729,A,Saline County Kansas,486017251,2012-12-19,5270000,"Refinance 2007 Bonds, Capital Impr",false,false,false
201521039349300132,381895805,A,MICHIGAN FINANCE AUTHORITY,800596186,594519N71,2008-07-30,6000000,"ACQUISITION, CONSTRUCTION AND EQUIPPING EDUCATION FACILITY",false,false,false
201520149349300907,470376524,A,THE CITY OF LINCOLN NEBRASKA,476006256,534271AR2,2012-01-26,19740708,"CONSTRUCT, EQUIP, AND IMPROVE FACILITIES & REFUND PRIOR BOND ISSUE 8/1/2002",0,0,0
201520489349301022,911160585,A,WASHINGTON HIGHER EDUCATION FACILITIES AUTHORITY,911306482,2013-10-28,9000000,REFUND 2007 BOND AND FUND BUILDING CONSTRUCTION,0,0,0
201521049349300112,060653264,R000011,A,DORM AUTHORITY OF THE STATE OF NEW YORK,SERIES 2004A,146000293,64893U4R8,2004-02-11,9663022,REFUNDING,0,0,0
201521049349300112,060653264,R000011,B,DORM AUTHORITY OF THE STATE OF NEW YORK,SERIES 2004B AND 2004C,146000293,64983U7TI,2004-02-11,33452056,CONSTRUCTION,0,0,0
201521049349300112,060653264,R000011,C,DORM AUTHORITY OF THE STATE OF NEW YORK,SERIES 2004D,146000293,64893TZS5,2004-07-22,19000000,CONSTRUCTION,0,0,0
201521049349300112,060653264,R000011,D,DORM AUTHORITY OF THE STATE OF NEW YORK,SERIES 2006,146000293,64983Q000,2006-08-31,15125000,CONSTRUCTION,0,0,0
201521349349300322,340714363,A,OHIO HIGHER EDUCATIONAL FACILITY COMMISSION,346846974,67756BVH0,2008-04-18,40000000,EDUCATIONAL FACILITIES,false,false,false
201521349349300322,340714363,B,OHIO HIGHER EDUCATIONAL FACILITY COMMISSION,346846974,67756AP55,2009-10-01,78715883,EDUCATIONAL FACILITIES,false,false,false
201521349349300322,340714363,C,OHIO HIGHER EDUCATIONAL FACILITY COMMISSION,346849674,67756DBZ8,2013-09-12,55692997,EDUCATIONAL FACILITIES,false,false,false
201520159349300232,381359569,R000009,A,Michigan Higher Education Facilities Authority,Limited Obligation Revenue - SAU Proj Series 2010,521285150,594519T75,2010-02-11,9085000,Residence Hall Construction & Building Repairs/Renovations,0,0,0
201520159349300232,381359569,R000009,B,Michigan Higher Education Facilities Authority,Variable Rate Demand Limited Obligation Rev Series 2005,521285150,594519J50,2005-10-01,6515000,Dormitory Construction (Gainey Hall),0,0,0
201520159349300232,381359569,R000009,C,Michigan Higher Education Facilities Authority,Limited Obligation Rev Bond SAU Project Series 2003,521285150,594519C81,2003-10-23,3881385,Energy conservation/deferred maintenance projects,0,0,0
201520159349300232,381359569,R000009,D,Michigan Higher Education Facilities Authority,Limited Obligation Revenue & Revenue Funding,521285150,594519ZP8,2003-01-03,2539821,Construction of village housing/apartment renovations,0,0,0
201520489349302012,590668483,A,HBCU Loan Financing - Rice Capital Access Program,Florida Memorial University (Borrower),590668483,2009-09-21,28000000,Refinancing and Building Dormitories,0,0,0
201520489349302012,590668483,B,HBCU Loan Financing-Rice Capital Access Program,Florida Memorial University (Borrower),590668483,2012-06-07,16060000,To provide funds to repay an existing note payable and finance construction of new Gymnasium/Bldg,0,0,0
201521349349301402,111797182,A,Town of Hempstead Local Development Corporation,112798949,424682BG6,2009-11-13,49827973,To finance the costs of certain facilities on the College's campus.,0,0,0
201521339349301847,210650678,RetDoc1053100001,A,NJ EDUCATIONAL FACILITIES AUTHORITY,221829511,6460652M3,2012-04-04,55203833,CAPITAL IMPROVEMENTS TO UNIVERSITY'S FACILTIES AND REFUNDING OF PRIOR BONDS,0,0,0
201521339349301847,210650678,RetDoc1053100001,B,NJ EDUCATIONAL FACILITIES AUTHORITY,221829511,64605LZ43,2006-10-26,12036146,ADVANCE REFUND PRIOR POOLED FINANCINGS,0,0,1
201521339349301847,210650678,RetDoc1053100001,C,NJ EDUCATIONAL FACILITIES AUTHORITY,221829511,64605LWX2,2005-08-10,16420869,REFUND PRIOR POOLED FINANCINGS,0,0,1
201521339349301847,210650678,RetDoc1053100001,D,NJ EDUCATIONAL FACILITIES AUTHORITY,221829511,64605NBU7,2003-10-09,5523846,FIRE SUPPRESSION SYSTEM INSTALLATION,0,0,1
201521339349301872,141713034,A,DUCHESS CO INDUSTRIAL DEVELOPMENT,141613685,267041GD7,2007-05-11,138397245,FINANCE CONSTRUCTION,0,0,0
201521339349301872,141713034,B,MA DEVELOPMENT FINC AGENCY,043431814,57583RMK8,2007-05-11,3952817,FINANCE CONSTRUCTION,0,0,0
201521349349301992,231386178,A,PHEFA REVENUE BONDS SERIES 2005,232243852,70917NZ56,2005-02-01,34239090,DORMITORY & PHYSICAL EDUCATION,0,0,0
201521349349301992,231386178,B,PHEFA REVENUE BONDS SERIES 2013,232243852,70917SHA4,2013-08-01,11555277,DORMITORY,0,0,0
201521349349301992,231386178,C,PHEFA REVENUE BONDS SERIES 2013A,232243852,70917SHW6,2013-11-01,57258483,REFINANCING,0,0,0
201520979349300127,381308480,A,MICHIGAN FINANCE AUTHORITY,800596186,NONEAVAIL,2014-08-27,14230000000,SEE SUPPLEMENTAL INFO IN PART VI,0,0,0
201521059349300737,310725957,A,OHIO HIGHER EDUCATIONAL FACILITY COMMISSION,346849674,2010-12-23,1800000,"PURCHASE, RENOVATE AND EQUIP A BUILDING",false,false,false
201521059349300737,310725957,B,CITY OF MOUNT VERNON OHIO,316400234,2011-12-30,9985000,CONSTRUCTION AND EQUIPPING OF A BUILDING.,false,false,false
201521349349303207,350868073,A,IN Educational Facilities Authority,521698917,455048Y77,2004-08-06,9036370,Finance refunding/Refunding of 1991 and 1995 Bonds,0,0,0
201521349349303207,350868073,B,IN Health & Educational Facilities Authority,351611409,454795CTO,2007-06-28,15661682,Construction/Renovation/Expansion/Refunding of 1998 Bonds,0,0,0
201521349349303207,350868073,C,Indiana Finance Authority,351602316,45506DEP6,2013-01-30,62764109,Construction/Renovation/Expansion/Refunding of 1998 and 2004 Bonds,0,0,0
201521349349303462,041591060,A,MASS DEVELOPMENT FINANCE AGENCY,043431814,NONEAVAIL,2013-12-05,7900000,REFINANCING OF THE SERIES 1997 BOND AND COMMERCIAL PAPER,0,0,0
201521349349303802,540506457,A,INDUSTRIAL DEV AUTH OF FLOYD COUNTY VA,540525213,NONEAVAIL,2008-07-14,6000000,"CONSTRUCTION OF NEW RESIDENCE HALL, RENOVATION OF E. BASSETT RESIDENCE HALL",0,1,0
201521349349303802,540506457,B,INDUSTRIAL DEV AUTH OF FRANKLIN COUNTY VA,541371756,NONEAVAIL,2010-12-27,4000000,CONSTRUCTION OF ATHLETIC FACILITY (HANK NORTON CENTER),0,1,0
201521349349303802,540506457,C,INDUSTRIAL DEV AUTH OF FRANKLIN COUNTY VA,541372756,NONEAVAIL,2011-12-27,4000000,CONSTRUCTION OF NEW RESIDENCE HALL,0,1,0
201520229349300527,620476666,A,SHELBY COUNTY HEALTH EDUCATIONAL AND HOUSING FACILITY BOARD,521283414,2010-08-06,7836558,CONSTRUCTION,0,0,0
201520229349300527,620476666,B,SHELBY COUNTY HEALTH EDUCATIONAL AND HOUSING FACILITY BOARD,521283414,2010-08-29,4766624,DEBT RETIREMENT,0,0,0
201520229349300527,620476666,C,SHELBY COUNTY HEALTH EDUCATIONAL AND HOUSING FACILITY BOARD,521283414,2010-12-29,3396818,DORMITORY ACQUISITION,0,0,0
201520999349300627,951643992,A,California Educational Facilities Authority,521705592,130178F50,2011-10-03,107549304,See Part VI,false,false,false
201521319349300017,620476822,RetDoc1053100001,A,HEFB Vanderbilt Univ Series 2012D&E,626139016,VariousNu,2012-11-29,169603023,See Part VI,0,0,0
201521319349300017,620476822,RetDoc1053100001,B,HEFB Vanderbilt Univ Series 2012AB&C,626139016,VariousNu,2012-03-29,180230953,See Part VI,0,0,0
201521319349300017,620476822,RetDoc1053100001,C,HEFB Vanderbilt Univ Series 2009A&B,626139016,VariousNu,2009-04-01,328850840,See Part VI,0,0,0
201521319349300017,620476822,RetDoc1053100001,D,HEFB Vanderbilt Univ Series 2008A&B,626139016,VariousNu,2008-04-23,274405009,See Part VI,0,0,0
201501149349300710,930386908,A,Oregon Facilities Authority,936001787,68608JJE2,2008-04-23,47060000,See Part VI,0,0,0
201501149349300710,930386908,B,Oregon Facilities Authority,936001787,68608JNAS,2011-03-22,40030000,See part VI,0,0,0
201501339349301120,046130872,A,MASSACHUSETTS DEVELOPMENT FINANCE AGENCY,043431814,2012-12-17,14225000,CONSTRUCTION/RENOVATION REFINANCE,false,false,false
201530429349300538,010211781,R000011,A,Maine Health and Higher Educational Facilities,Authority - 2006B,010314384,560425C40,2006-04-06,37990000,Proceeds were used to construct a new residential village and a new dining hall,1,0,1
201530429349300538,010211781,R000011,B,Maine Health and Higher Educational Facilities,Authority - 2008D,010314384,5604253L2,2008-12-03,15895000,Proceeds used to extinguish the series 2000A and 2000B bonds,0,0,1
201530429349300538,010211781,R000011,C,Maine Health and Higher Educational Facilities,Authority - 2010A,010314384,560427GZ3,2010-04-22,13600000,Proceeds used to renovate and overhaul two residence halls for use as academic facilities,0,0,1
201530429349300538,010211781,R000011,D,Maine Health and Higher Educational,Facilities Authority - 2013,010314384,560427ZQ2,2013-11-19,56299991,"Refund 1997A, 2003B, partial 2006B, and construct a new student residence complex",0,0,0
201520429349301117,370661228,A,City of Monmouth,376002276,609612AQ9,2005-01-20,6500000,Residence Hall Construction,0,0,0
201520429349301117,370661228,B,City of Monmouth,376002276,2011-08-09,10000000,"Design, construction & equipping new three-story integrated learning center",0,0,0
201520429349301117,370661228,C,City of Monmouth,376002276,2012-07-20,3365000,Refunding Revenue Bonds (Prior issue date 8/19/2000),0,0,0
201540619349300854,344428207,A,OHIO HIGHER EDUCATIONAL FACILITY COMMISSION,346849674,67756EQV9,2010-04-06,9000000,FACILITIES AND EQUIPMENT,false,false,false
