object_id,ein,RltdOrgnztnNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,IdRltdOrgTxblPrtnrshp_EIN,IdRltdOrgTxblPrtnrshp_PrmryActvtsTxt,IdRltdOrgTxblPrtnrshp_LglDmclSttCd,DrctCntrllngEnttyNm_BsnssNmLn1Txt,IdRltdOrgTxblPrtnrshp_PrdmnntIncmTxt,IdRltdOrgTxblPrtnrshp_ShrOfTtlIncmAmt,IdRltdOrgTxblPrtnrshp_ShrOfEOYAsstsAmt,IdRltdOrgTxblPrtnrshp_DsprprtntAllctnsInd,IdRltdOrgTxblPrtnrshp_GnrlOrMngngPrtnrInd,IdRltdOrgTxblPrtnrshp_OwnrshpPct
201930659349300838,520591694,WMC CONFERENCE CENTER LP,2 COLLEGE HILL,WESTMINSTER,MD,21157,521698697,HOTEL SERVICES,MD,N/A
201941339349305744,420680448,THREE SPRING IMAGING LLC,1 Mercado St STE 200A,DURANGO,CO,81301,813571570,HEALTHCARE SRVC,CO,CHIC,Related,76753,84093,false,true,0.51
201922279349300427,030219309,ONECARE VERMONT ACO,111 COLCHESTER AVE,BURLINGTON,VT,05401,455399218,ACCOUNTABLE CARE,VT,N/A,RELATED,6346352,7838768,0,1,0.50000
201922279349300427,030219309,ADIRONDACK ACO LLC,75 BEEKMAN STREET,PLATTSBURGH,NY,12901,462840926,ACCOUNTABLE CARE,NY,N/A,N/A,0,1
201911339349305091,231433899,NEW CHURCH INVESTMENT FUND,PO BOX 711 PITCAIRN HALL,BRYN ATHYN,PA,19009,236438575,INVESTMENT MANAGER,PA,N/A,INVESTMENT,-532211,142628838,0,37462,1
201921349349308222,460225483,Surgical Associates Endoscopy Clinic LLC,310 S Pennsylvania St,Aberdeen,SD,57401,460461429,Surgical associates,SD,N/A
201921349349308222,460225483,Avera Home Medical Equipment of Floyd Valley Hospital LLC,714 Lincoln St NE,Lemars,IA,51031,820582350,Medical services - home medical equipment,SD,N/A
201921349349308222,460225483,Avera Home Medical Equipment of Sioux Center LLC,38 19th ST SW,Sioux Center,IA,51250,753203100,Medical services - home medical equipment,SD,N/A
201921349349308222,460225483,Avera Home Medical Equipment of Spencer Hospital LLC,2400 S MN Ave 102,Sioux Falls,SD,57117,800619999,Medical services - home medical equipment,SD,N/A
201921349349308222,460225483,Q&M Properties,525 North Foster,Mitchell,SD,57301,731652049,Medical clinic building,SD,N/A
201921349349308222,460225483,Heart Hospital of South Dakota LLC,4500 W 69th Street,Sioux Falls,SD,57108,562143771,Healthcare services,SD,N/A
201921349349308222,460225483,Brookings Health System - Avera HME LLC,101 22nd Ave Suite 101,Brookings,SD,57006,453204123,Medical Services - Home Medical Equipment,SD,N/A
201921349349308222,460225483,National Rural ACO 4 LLC dba Prairie Hills Care Organization,7509 NW Tiffany Springs Parkway,Kansas City,MO,64153,371780735,Accountable care organization,KS,N/A
201921349349308222,460225483,National Rural ACO 5 LLC dba Great Plains Care Organization,7509 NW Tiffany Springs Parkway,Kansas City,MO,64153,383958290,Accountable care organization,KS,N/A
201921359349312712,231352685,ARI 1740 FUND,N SETSON AVE STE 5500,CHICAGO,IL,60601,320472404,INVESTMENT,IL,TRUSTEES,EXCLUDED FROM TAX,-2823388,162994859,false,0,false,0.99990
201921359349312712,231352685,DVG 1740 FUND LP,ONE FAWCETT PLACE,GREENWICH,CT,06830,800961539,INVESTMENT,CT,TRUSTEES,EXCLUDED FROM TAX,29602866,239717305,false,0,false,0.99445
201921359349312712,231352685,EAST MARSHALL STREET PARTNERSHIP LP,929 SOUTH HIGH STREET,WEST CHESTER,PA,19382,232902742,INVESTMENT,PA,NA,N/A,false
201921359349312712,231352685,FERN HILL PARTNERSHIP III LP,929 SOUTH HIGH STREET,WEST CHESTER,PA,19382,300409614,RENTAL,PA,NA,N/A,false
201921359349312712,231352685,FERN HILL LLC,929 SOUTH HIGH STREET,WEST CHESTER,PA,19382,233005147,RENTAL,PA,NA,N/A,false
201921359349312712,231352685,GALLOPAVO LP,2000 McKINNEY AVE STE 2125,DALLAS,TX,75201,464621967,INVESTMENT,TX,TRUSTEES,EXCLUDED FROM TAX,-34403281,101104915,false,0,false,1.00000
201921359349312712,231352685,JOG V C LIMITED PARTNERSHIP,2300-440 2ND AVE SW,CALGARY,AL,CA,T2P5E9,INVESTMENT,CA,TRUSTEES,EXCLUDED FROM TAX,2876,21254788,false,0,false,1.00000
201921359349312712,231352685,LANCASTER PET PARTNERSHIP LLP,PO BOX 4216,LANCASTER,PA,17604,233102793,MEDICAL SERVICES,PA,NA,N/A,false
201921359349312712,231352685,LG HEALTH COMMUNITY CARE COLLABORATIVE,555 NORTH DUKE STREET,LANCASTER,PA,17604,455542179,ACO,PA,NA,N/A,false
201921359349312712,231352685,LIONVILLE MED OFFICE BLDG PARTNERSHIP,929 SOUTH HIGH STREET,WEST CHESTER,PA,19383,161640799,INVESTMENT,PA,NA,N/A,false
201921359349312712,231352685,MRI GROUP LLP,PO BOX 4216,LANCASTER,PA,17604,331011386,MEDICAL SERVICES,PA,NA,N/A,false
201921359349312712,231352685,NEIGHBRHD PRES & DEV FUND LP,240 NEW YORK DR STE 1,FORT WASHINGTON,PA,19034,251866525,RENTAL,PA,NA,N/A,false
201921359349312712,231352685,OAKLANDS WAY MEDICAL BUILDING ASSOCIATES,929 SOUTH HIGH STREET,WEST CHESTER,PA,19382,830490251,RENTAL,PA,NA,N/A,false
201921359349312712,231352685,SISU CAP PRIV EQUITY FUND B,96 HIGH STREET KENSINGTON,LONDON,UK,W8 4SG,INVESTMENT,UK,TRUSTEES,EXCLUDED FROM TAX,1798047,-40348,false,0,false,0.56980
201921359349312712,231352685,SISU CAP PRIV EQUITY FUND E,96 HIGH STREET KENSINGTON,LONDON,UK,W8 4SG,INVESTMENT,UK,TRUSTEES,EXCLUDED FROM TAX,-76462,-38324,false,0,false,0.74548
201921359349312712,231352685,SRP INVESTORS FUND A LP,2001 ROSS AVE SUITE 2800,DALLAS,TX,75201,611748291,INVESTMENT,TX,TRUSTEES,EXCLUDED FROM TAX,34752673,237810508,false,0,false,0.93128
201921359349312712,231352685,TURK'S HEAD SURGERY CENTER,915 OLD FERN HILL ROAD BLDG B STE,WEST CHESTER,PA,19380,200184603,MEDICAL SERVICES,PA,NA,N/A,false,false
201921359349312712,231352685,JOG VI C LIMITED PARTNERSHIP,STE 2370 440 2ND AVE SW,CALGARY,AL,CA,T2P5E9,INVESTMENT,CA,TRUSTEES,EXCLUDED FROM TAX,921,24080226,false,0,false,1.00000
201921359349312712,231352685,CYRUS 1740 MASTER FUND LP,89 NEXUS WAY CAMANA BAY,GRAND CAYMAN,CJ,KY1-9009,981361754,INVESTMENTS,CJ,TRUSTEES,EXCLUDED FROM TAX,142532,10353311,false,0,false,0.99010
201941349349306129,230465970,SUMMIT SURGERY CENTER LP,785 5TH AVENUE SUITE 3,CHAMBERSBURG,PA,17201,251845303,PHYSICIAN,PA,NA,11244,32450,false,false,0.00650
201941349349306129,230465970,SURGERY CENTER ASSOCIATES LLC,785 5TH AVENUE SUITE 3,CHAMBERSBURG,PA,17201,251845304,PHYSICIAN,PA,NA,225,484,false,true,0.01000
201921929349301057,362167817,Kuramo Africa Opportunity Fund II LP,500 5th Ave 44th Fl,New York,NY,10110,473117325,Investment,NY,Northwestern University,Excluded,177548,6912317,false,0,false,0.99
201921929349301057,362167817,KCG 64 CI-1 LP,7121 Fairway Dr Ste 410,Palm Beach Gardens,FL,33418,823391115,Investment,FL,Northwestern University,Excluded,-41553,11548410,false,0,false,1
201931789349300428,111633486,NYU Langone Diagnostics LLC,550 First Avenue,New York,NY,10016,301001205,Outreacch testing,NY,NYULHS,Related
201911339349304296,590624364,6484 Indian Creek Drive LTD,11300 NE 2nd Avenue,Miami Shores,FL,33161,650669854,Real Estate,FL,Barry University,Excluded,25508,0,1,0.61540
201932279349301518,720535375,LAFAYETTE INVESTMENT GROUP LLC,1000 WEST PINHOOK ROAD STE 206,LAFAYETTE,LA,70503,421594593,MANAGEMENT,LA,LAFAYETTE GENERAL MEDICAL CENTER,RELATED,304462,2690669,0,0,0.51720
201932279349301518,720535375,LAFAYETTE GENERAL SURGICAL HOSPITAL LLC,1000 WEST PINHOOK ROAD,LAFAYETTE,LA,70503,481360080,SURGICAL HOSPITAL,LA,LAFAYETTE GENERAL MEDICAL CENTER,RELATED,1640405,3506863,0,0,0.50000
201932279349301518,720535375,OIL CENTER SURGICAL PLAZA LLC,1000 WEST PINHOOK ROAD STE 204,LAFAYETTE,LA,70503,464090110,SURGERY CENTER,LA,LAFAYETTE GENERAL MEDICAL CENTER,RELATED,248848,201087,0,0,0.50000
201932279349301518,720535375,MTS-LGH THERAPY SERVICES LLC MCLEOD-TRAHAN-SHEFFIELD PHYSICAL,920 W PINHOOK ROAD,LAFAYETTE,LA,70503,821448014,PHYSICAL THERAPY,LA,N/A
201932259349300833,231352685,ARI 1740 FUND,N SETSON AVE STE 5500,CHICAGO,IL,60601,320472404,INVESTMENT,IL,TRUSTEES,EXCLUDED FROM TAX,-2823388,162994859,false,0,false,0.99990
201932259349300833,231352685,DVG 1740 FUND LP,ONE FAWCETT PLACE,GREENWICH,CT,06830,800961539,INVESTMENT,CT,TRUSTEES,EXCLUDED FROM TAX,29602866,239717305,false,0,false,0.99445
201932259349300833,231352685,EAST MARSHALL STREET PARTNERSHIP LP,929 SOUTH HIGH STREET,WEST CHESTER,PA,19382,232902742,INVESTMENT,PA,NA,N/A,false
201932259349300833,231352685,FERN HILL PARTNERSHIP III LP,929 SOUTH HIGH STREET,WEST CHESTER,PA,19382,300409614,RENTAL,PA,NA,N/A,false
201932259349300833,231352685,FERN HILL LLC,929 SOUTH HIGH STREET,WEST CHESTER,PA,19382,233005147,RENTAL,PA,NA,N/A,false
201932259349300833,231352685,GALLOPAVO LP,2000 McKINNEY AVE STE 2125,DALLAS,TX,75201,464621967,INVESTMENT,TX,TRUSTEES,EXCLUDED FROM TAX,-34403281,101104915,false,0,false,1.00000
201932259349300833,231352685,JOG V C LIMITED PARTNERSHIP,2300-440 2ND AVE SW,CALGARY,AL,CA,T2P5E9,INVESTMENT,CA,TRUSTEES,EXCLUDED FROM TAX,2876,21254788,false,0,false,1.00000
201932259349300833,231352685,LANCASTER PET PARTNERSHIP LLP,PO BOX 4216,LANCASTER,PA,17604,233102793,MEDICAL SERVICES,PA,NA,N/A,false
201932259349300833,231352685,LG HEALTH COMMUNITY CARE COLLABORATIVE,555 NORTH DUKE STREET,LANCASTER,PA,17604,455542179,ACO,PA,NA,N/A,false
201932259349300833,231352685,LIONVILLE MED OFFICE BLDG PARTNERSHIP,929 SOUTH HIGH STREET,WEST CHESTER,PA,19383,161640799,INVESTMENT,PA,NA,N/A,false
201932259349300833,231352685,MRI GROUP LLP,PO BOX 4216,LANCASTER,PA,17604,331011386,MEDICAL SERVICES,PA,NA,N/A,false
201932259349300833,231352685,NEIGHBRHD PRES & DEV FUND LP,240 NEW YORK DR STE 1,FORT WASHINGTON,PA,19034,251866525,RENTAL,PA,NA,N/A,false
201932259349300833,231352685,OAKLANDS WAY MEDICAL BUILDING ASSOCIATES,929 SOUTH HIGH STREET,WEST CHESTER,PA,19382,830490251,RENTAL,PA,NA,N/A,false
201932259349300833,231352685,SISU CAP PRIV EQUITY FUND B,96 HIGH STREET KENSINGTON,LONDON,UK,W8 4SG,INVESTMENT,UK,TRUSTEES,EXCLUDED FROM TAX,1798047,-40348,false,0,false,0.56980
201932259349300833,231352685,SISU CAP PRIV EQUITY FUND E,96 HIGH STREET KENSINGTON,LONDON,UK,W8 4SG,INVESTMENT,UK,TRUSTEES,EXCLUDED FROM TAX,-76462,-38324,false,0,false,0.74548
201932259349300833,231352685,SRP INVESTORS FUND A LP,2001 ROSS AVE SUITE 2800,DALLAS,TX,75201,611748291,INVESTMENT,TX,TRUSTEES,EXCLUDED FROM TAX,34752673,237810508,false,0,false,0.93128
201932259349300833,231352685,TURK'S HEAD SURGERY CENTER,915 OLD FERN HILL ROAD BLDG B STE,WEST CHESTER,PA,19380,200184603,MEDICAL SERVICES,PA,NA,N/A,false,false
201932259349300833,231352685,JOG VI C LIMITED PARTNERSHIP,STE 2370 440 2ND AVE SW,CALGARY,AL,CA,T2P5E9,INVESTMENT,CA,TRUSTEES,EXCLUDED FROM TAX,921,24080226,false,0,false,1.00000
201932259349300833,231352685,CYRUS 1740 MASTER FUND LP,89 NEXUS WAY CAMANA BAY,GRAND CAYMAN,CJ,KY1-9009,981361754,INVESTMENTS,CJ,TRUSTEES,EXCLUDED FROM TAX,142532,10353311,false,0,false,0.99010
201941359349305984,540506457,R-B LP,PO BOX 1000,FERRUM,VA,24088,205868861,REAL ESTATE DEVELOPMENT,VA,ROBERTS-BECKHAM LLC,INVESTMENT INCOME,0,1,0.01000
201921349349305412,470757164,Audubon Land Company LLC,630 Southpointe Court 200,COLORADO SPRINGS,CO,80906,841513085,Real Estate,CO,CHIC,Related,298037,20270617,false,false,0.73
201921349349305412,470757164,AVON EMERGENCY AND URGENT CARE CENTER LLC,9100 E Mineral Circle,Centennial,CO,80112,811727282,HEALTHCARE SRVC,CO,CHIC,Related,-757555,6191153,false,true,0.77
201921349349305412,470757164,BAYLOR CHI ST LUKES HEALTH SERVICES LLC,6624 Fannin St Ste 1100,HOUSTON,TX,77030,472079184,HEALTHCARE SRVC,TX,SLHS,Related,0,3250000,false,true,0.65
201921349349305412,470757164,BERGAN MERCY SURGERY CENTER LLC,7710 Mercy Rd Ste 200,OMAHA,NE,68124,208671994,AMBUL SURG CTR,NE,ACH,Related,1187048,2549504,false,false,0.53
201921349349305412,470757164,BERYWOOD OFFICE PROPERTIES LLC,2501 Citico Avenue,CHATTANOGA,TN,37404,621875199,PHYS OFFICE,TN,MHCS,Related,133390,918922,false,true,0.63
201921349349305412,470757164,BLUEGRASS REGIONAL IMAGING CENTER,1218 SOUTH BROADWAY STE 310,LEXINGTON,KY,40504,611386736,DIAGNOSTIC IMAGING,KY,SJHS,Related,122291,3216558,false,false,0.65
201921349349305412,470757164,CATHOLIC HEALTH INITIATIVES PHYSICIAN SERVICES LLC,198 INVERNESS DRIVE WEST,ENGLEWOOD,CO,80112,462945938,PRACTICE MGMT SRVC,CO,CHI,Related,1263355,-272620,false,true,1
201921349349305412,470757164,CENTRAL NEBRASKA REHABILITATION SERVICES LLC,3004 W FAIDLEY AVENUE,GRAND ISLAND,NE,68803,810653461,Physical Therapy,NE,SFMC,Related,3422589,3722591,false,false,0.51
201921349349305412,470757164,CENTURA-SCA HOLDINGS LLC,569 BROOK VILLAGE STE 901,BIRMINGHAM,AL,35209,474823023,OP SURGERY CENTER,AL,CHIC,Related,1734228,2020115,false,true,0.65
201921349349305412,470757164,CHI OPERATING INVESTMENT PROGRAM LP,198 INVERNESS DRIVE WEST,ENGLEWOOD,CO,80112,470727942,INVESTMENTS,CO,CHI,Unrelated,468697209,6697320773,false,1194677,true,1
201921349349305412,470757164,CHICAMSURG Surgery Centers LLC,1A Burton Hills Blvd,Nashville,TN,37215,465683027,SURGERY CENTER,TN,CHIC,Related,76843,134172,false,false,0.51
201921349349305412,470757164,CHICLARKIN VENTURES LLC,9100 E Mineral Circle,Centennial,CO,80112,474210888,URGENT CARE,CO,CHIC,Related,167285,7823355,false,true,0.87
201921349349305412,470757164,Colorado Springs CK Leasing LLC,630 Southpointe Court 200,COLORADO SPRINGS,CO,80906,262982714,REAL ESTATE,CO,CHIC,Related,668738,-132333,false,true,0.52
201921349349305412,470757164,FRANCISCAN SPECIALTY CARE LLC,680 SOUTH FOURTH STREET,LOUISVILLE,KY,40202,813725123,HEALTHCARE SRVC,KY,FHS,Related,0,101598,false,true,0.51
201921349349305412,470757164,HC SL VINTAGE I LLC,18000 W SARAH LANE STE 250,BROOKFIELD,WI,53045,270453767,PROPERTY HOLDING,WI,SL HOSP-VINTAGE,Related,1686676,52912453,false,false,0.51
201921349349305412,470757164,HEALTHCARE SUPPORT SERVICES LLC,PO BOX 9804,GRAND ISLAND,NE,68802,721546196,LAUNDRY,NE,na,Related,376035,4358356,false,false,1
201921349349305412,470757164,Heartland Oncology LLC,2337 E Crawford St,Salina,KS,67401,464265403,ONCOLOGY,KS,SCH,Related,-403368,850579,false,false,0.51
201921349349305412,470757164,LAKESIDE AMBULATORY SURGICAL CENTER LLC,17031 LAKESIDE HILLS DR,OMAHA,NE,68130,204267902,AMBUL SURG CTR,NE,ACH,Related,3108510,2029071,false,false,0.6
201921349349305412,470757164,LAKESIDE ENDOSCOPY CENTER LLC,17001 LAKESIDE HILLS PLZ STE 201,OMAHA,NE,68130,205544496,ENDOSCOPY SRVC,NE,ACH,Related,699620,777431,false,false,0.51
201921349349305412,470757164,LINCOLN CK LEASING LLC,555 SOUTH 70TH STREET,Lincoln,NE,68510,262496856,Real Estate,NE,SERMC,Related,812108,301911,false,false,0.54
201921349349305412,470757164,Mercy Rehabilitation Hospital LLC,680 SOUTH FOURTH STREET,LOUISVILLE,KY,40202,814437201,HEALTHCARE SRVC,KY,CHI IA,Related,0,1138872,false,false,0.51
201921349349305412,470757164,NEBRASKA SPINE HOSPITAL LLC,6901 N 72ND ST STE 20300,OMAHA,NE,68122,270263191,SPINE HOSPITAL,NE,ACH,Related,11039563,19771159,false,false,0.51
201921349349305412,470757164,NORTH RIVER SURGERY CENTER LLC,2209 WILDWOOD AVE,SHERWOOD,AR,72120,710799771,AMBUL SURG CTR,AR,SVIMC,Related,279520,1700868,false,false,0.67
201921349349305412,470757164,ORTHOCOLORADO LLC,11650 WEST 2ND PLACE,LAKEWOOD,CO,80228,371577105,ORTHO HOSPITAL,CO,CHIC,Related,15065598,3364245,false,false,0.6
201921349349305412,470757164,Pasadena Urgency Center LLC,4600 E SAM HOUSTON PKWY SOUTH,PASADENA,TX,77505,812482854,URGENT CARE,TX,SLHS,Related,-1031166,1686969,false,false,0.57
201921349349305412,470757164,PENINSULA RADIATION ONCOLOGY LLC,314 MLK JR WAY STE 11,TACOMA,WA,98405,870808610,HEALTHCARE SRVC,WA,FHS,Related,377689,1738875,false,false,0.6
201921349349305412,470757164,Penrad Imaging LLC,1390 Kelly Johnson Blvd,COLORADO SPRINGS,CO,80920,841072619,Medical Imaging,CO,CHIC,Related,-2396662,1744893,false,false,0.7
201921349349305412,470757164,PMC HOSPITAL LLC,3100 MAIN ST STE 500,HOUSTON,TX,77002,273280598,HOSPITAL,TX,SL CDC-PMC,Related,3630803,64361393,false,true,0.51
201921349349305412,470757164,Pueblo Ambulatory Surgery Center LLC,25 Montebello Rd,Pueblo,CO,81003,621488737,SURGERY CENTER,CO,CHIC,Related,-74501,210538,false,false,0.51
201921349349305412,470757164,Saint JOSEPH - PAML LLC,200 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,40202,452116736,MGMT SVCS,KY,SJHS,Related,-19517,1393440,false,true,0.63
201921349349305412,470757164,SAINT JOSEPH - SCA HOLDINGS LLC,1451 Harrodsburg RD,LEXINGTON,KY,40503,453801157,OP SURGERY,KY,SJHS,Related,0,0,false,true,0.51
201921349349305412,470757164,SAINT JOSEPH-ANC HOME CARE SERVICES,1700 EDISON DR,MILFORD,OH,45150,263330545,HOME HEALTH,OH,CHINHC,Related,4139859,13245757,false,false,1
201921349349305412,470757164,ST FRANCIS LAND COMPANY,5390 N ACADEMY BLVD STE 300,COLORADO SPRINGS,CO,80918,263134100,REAL ESTATE,CO,CHIC,Related,151050,13285935,false,false,0.59
201921349349305412,470757164,ST LUKE'S DIAGNOSTIC CATH LAB LLP,6624 FANNIN ST STE 800,HOUSTON,TX,77030,710959365,DIAGNOSTICS,TX,SLHS HOLDINGS,Related,469596,609938,false,true,0.45
201921349349305412,470757164,ST LUKE'S LAKESIDE HOSPITAL LLC,6624 FANNIN STE 2505,HOUSTON,TX,77030,300427437,HOSPITAL,TX,SL CDC-W,Related,1269122,36450234,false,true,0.51
201921349349305412,470757164,ST LUKE'S THE WOODLANDS SLEEP CENTER LLC,6624 FANNIN STE 800,HOUSTON,TX,77030,462795726,DIAGNOSTICS,TX,SLHSH,Related,-76895,1135073,false,true,0.51
201921349349305412,470757164,SURGERY CENTER OF LEXINGTON LLC,200 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,40202,621179539,SURGERY CENTER,KY,SJHS,Related,-108052,0,false,true,0.51
201921349349305412,470757164,THREE SPRING IMAGING LLC,1 Mercado St STE 200A,DURANGO,CO,81301,813571570,HEALTHCARE SRVC,CO,CHIC,Related,76753,84093,false,true,0.51
201901359349312055,310537177,1929 FIELDHOUSE LLC,250 BILL EDWARDS DRIVE,SPRINGFIELD,OH,45501,474525153,"CONSTRUCTION OF HEALTH, WELLNESS, & ATHLETICS FACILITY",OH,N/A,0,0
201901359349307530,050258956,WASHINGTON PLACE HOLDINGS LP,550 SOUTH TRYON ST STE 3500,CHARLOTTE,NC,28202,611797922,INVESTMENT,NC,RISD,EXCLUDED,9886240,228846424
201901359349307530,050258956,GCM GROSVENOR - RISD ENDOWMENT PE FUND,767 FIFTH AVENUE 14TH FLOOR,NEW YORK,NY,10153,202269057,INVESTMENT,DE,RISD,EXCLUDED,134078,3010334
201901359349306445,230596940,1100 WALNUT ASSOC,C/O TJU601 WALNUT STSTE 925E,PHILADELPHIA,PA,19106,232332396,MEDICAL OFFICE,PA,NA
201901359349306445,230596940,JEFF UNIV RAD ASSOC,840 CRESCENT CTR DR,FRANKLIN,TN,37067,412043518,HEALTH SVCS.,PA,NA
201901359349306445,230596940,JEFF COMP CONC CTR,4050 S 26TH ST,PHILADELPHIA,PA,19145,464254983,HEALTH SVCS.,PA,NA
201901359349306445,230596940,RIVERVIEW SURG CTR LP,3 CRESCENT DR,PHILADELPHIA,PA,19112,263910345,HEALTH SVCS.,PA,NA
201901359349306445,230596940,RIVERVIEW SURG CTR LLC,3 CRESCENT DR,PHILADELPHIA,PA,19112,263911509,HEALTH SVCS.,PA,NA
201901359349306445,230596940,ROTHMAN ORTHO SPEC HOSP,11221 ROE AVE,LEAWOOD,KS,66211,270260289,HEALTH SVCS.,PA,NA
201901359349306445,230596940,JEFFHEDGE LLC,1301 2ND AVE,SEATTLE,WA,98101,453214379,INVESTMENTS,DE,NA
201901359349306445,230596940,JUNIATA MED BLD,3 VILLAGE RD,HORSHAM,PA,19044,232450132,MEDICAL OFFICE,PA,NA
201901359349306445,230596940,TMB ENTERPRISE,3 VILLAGE RD,HORSHAM,PA,19044,232400586,MEDICAL OFFICE,PA,NA,RELATED,214228,4658452,false,0,false,0.48000
201901359349306445,230596940,MED IMAGING ASSOC,2451 GRANT AVE,PHILADELPHIA,PA,19114,232491498,HEALTH SVCS.,PA,NA
201901359349306445,230596940,GARDEN ST RAD LLC,1099 WHITE HORSE ROAD,VOORHEES,NJ,08043,471323463,RADIOLOGY,NJ,NA
201901359349306445,230596940,KENNEDY CH SURG,11221 ROE AVE,LEAWOOD,KS,66211,472462625,SURGERY CENTER,NJ,NA
201902199349300865,362340313,NPC-CYBERKNIFE LLC,3040 SALT CREEK LN,ARLINGTON HTS,IL,60005,204462828,EQUIPMENT LEASING,IL,NWC HEALTHCARE
201902199349300865,362340313,Northwest Community Day Surgery II LLC,3040 SALT CREEK LN,ARLINGTON HTS,IL,60005,300798249,OUTPATIENT CARE,IL,NWC HEALTHCARE
201902199349300865,362340313,NORTHWEST ENDO CENTER LLC,3040 SALT CREEK LN,ARLINGTON HTS,IL,60005,812338623,SURGICAL CARE,IL,NWC HEALTHCARE
201902199349300865,362340313,NORTHWEST COMMUNITY FOOT & ANKLE,3040 SALT CREEK LN,ARLINGTON HTS,IL,60005,352567039,AMB SRGCAL CNTER,IL,NWC HEALTHCARE
201902199349300865,362340313,ENVISION MEDICAL IMAGING LLC,8930 WAUKEGAN RD STE 130,MORTON GROVE,IL,60053,822067179,IMAGING SERVICES,IL,NWC HEALTHCARE
201941929349300504,540793767,Bon Secours Place at St Petersburg LLP,10300 Fourth Street North,St Petersburg,FL,33716,593589729,Assisted Living/Senior Care,FL,N/A
201941929349300504,540793767,Bon Secours Apartments LP,1800 West Baltimore St,Baltimore,MD,21223,521952505,Low Income Housing,MD,N/A
201941929349300504,540793767,Bon Secours Apartments II LP,1800 West Baltimore St,Baltimore,MD,21223,522063512,Low Income Housing,MD,N/A
201941929349300504,540793767,Liberty Senior Housing LP,1800 West Baltimore St,Baltimore,MD,21223,522134447,Low Income Housing,MD,N/A
201941929349300504,540793767,Bon Secours Apartments III LP,1800 West Baltimore St,Baltimore,MD,21223,522134444,Low Income Housing,MD,N/A
201941929349300504,540793767,Bon Secours Smallwood Summit LP,26 North Fulton Ave,Baltimore,MD,21223,522280175,Low Income Housing,MD,N/A
201941929349300504,540793767,Bon Secours Chesapeake Apartments LP,26 North Fulton Ave,Baltimore,MD,21223,200107034,Low Income Housing,MD,N/A
201941929349300504,540793767,Bon Secours Shiloh LP,26 North Fulton Ave,Baltimore,MD,21223,203965243,Low Income Housing,MD,N/A
201941929349300504,540793767,Bon Secours New Shiloh II Limited Partnership,26 North Fulton Ave,Baltimore,MD,21223,820655142,Low Income Housing,MD,N/A
201941929349300504,540793767,Bon Secours Wayland LP,26 North Fulton Ave,Baltimore,MD,21223,270468688,Low Income Housing,MD,N/A
201941929349300504,540793767,Bon Secours Gibbons Apartments LP,26 North Fulton Ave,Baltimore,MD,21223,472322323,Low Income Housing,MD,N/A
201941929349300504,540793767,Upstate Surgery Center LLC,One St Francis Drive,Greenville,SC,29601,562186977,Ambulatory Surgery Center,SC,N/A
201941929349300504,540793767,Province Place of DePaul LLC,6403 Granby Street,Norfolk,VA,23505,541950880,Assisted Living Facilities,VA,N/A
201941929349300504,540793767,Province Place of Maryview LLC,One Bon Secours Way,Portsmouth,VA,23703,541842697,Assisted Living,VA,N/A
201941929349300504,540793767,Broad64 Imaging LLC,8580 Magellan Parkway,Richmond,VA,23227,205886018,Imaging Services,VA,N/A
201941929349300504,540793767,Richmond Radiation Oncology Center I LLC,8580 Magellan Parkway,Richmond,VA,23227,208444551,Radiation Oncology Services,VA,N/A
201941929349300504,540793767,RI LP,8580 Magellan Parkway,Richmond,VA,23227,541708835,Imaging Services,VA,N/A
201941929349300504,540793767,Bon Secours Benet House LP,26 North Fulton Ave,Baltimore,MD,21223,364765400,Low Income Housing,MD,N/A
