object_id,ein,BsnssNmLn1Txt,TrnsctnTxt,MthdOfAmntDtrmntnTxt
201941349349307889,540505965,THE RICHMOND FUND LP,S,14439020,GAAP
201941349349307889,540505965,THE RICHMOND FUND LP,R,41764726,GAAP
201941349349307889,540505965,ROR PARTNERSHIP,B,13729291,CASH
201941349349307889,540505965,ROR PARTNERSHIP,S,113652198,CASH
201941349349307889,540505965,PROPERTY HOLDINGS LLC,S,2575500,CASH
201941349349307889,540505965,PROPERTY HOLDINGS III LLC,S,1079348,CASH
201941349349307889,540505965,PROPERTY HOLDINGS VII LLC,S,768787,CASH
201941349349307889,540505965,THE RICHMOND FUND LP,S,73182,CASH
201941349349307889,540505965,SPIDER BUYOUT HOLDINGS LP,B,53739355,CASH
201941349349307889,540505965,SPIDER BUYOUT HOLDINGS LP,S,10320634,CASH
201900989349300525,231352688,ALDWYN LANE LP,C,717750,FMV
201900989349300525,231352688,ALDWYN LANE LLC,C,7250,FMV
201900989349300525,231352688,VILLANOVA PRIVATE ASSETS FUND LP,B,12631965,FMV
201900989349300525,231352688,VILLANOVA PRIVATE ASSETS FUND LP,C,5596151,FMV
201941009349300124,730579264,Tulsa Royalties Company,C
201941009349300124,730579264,Baptist General Convention of Oklahoma,C
201941009349300124,730579264,Baptist General Convention of Oklahoma,K
201941009349300124,730579264,Baptist Foundation of Oklahoma,M
201941009349300029,951716809,The Chicago School - California Inc,R,1000000,Actual
201941009349300029,951716809,The Chicago School - California Inc,S,1000000,Actual
201931019349300008,741109633,Gretchen C Northrup Foundation,C,1042293,FMV
201931019349300008,741109633,Trinity Tigers Investment Corporation,S,0,N/A
201901359349311480,540946734,FREEDOM AVIATION,A,25493,ACCRUAL
201901359349311480,540946734,OLD TIME GOSPEL HOUR,A,15251,ACCRUAL
201901359349311480,540946734,FREEDOM AVIATION,J,413822,ACCRUAL
201901359349311480,540946734,G & J THOMAS INC,K,468435,ACCRUAL
201901359349311480,540946734,FREEDOM AVIATION,M,2761537,ACCRUAL
201941349349302874,141338544,BEECHWOOD INC,Q,53098,PER BOOKS
201941349349302874,141338544,MEMORIAL HOSPITAL ALBANY NY,O,69111,PER BOOKS
201941349349302874,141338544,MEMORIAL HOSPITAL ALBANY NY,P,61268,PER BOOKS
201941349349302874,141338544,MEMORIAL HOSPITAL ALBANY NY,Q,281680,PER BOOKS
201941349349302874,141338544,MEMORIAL HOSPITAL ALBANY NY,R,432690,PER BOOKS
201941349349302874,141338544,SAMARITAN CHILD CARE CENTER INC,Q,119544,PER BOOKS
201941349349302874,141338544,SAMARITAN MEDICAL OFFICE BUILDING INC,A,201553,PER BOOKS
201941349349302874,141338544,SETON HEALTH SYSTEM INC,G,215483,PER BOOKS
201941349349302874,141338544,SETON HEALTH SYSTEM INC,P,356450,PER BOOKS
201941349349302874,141338544,SETON HEALTH SYSTEM INC,Q,606359,PER BOOKS
201941349349302874,141338544,SETON HEALTH SYSTEM INC,R,137250,PER BOOKS
201941349349302874,141338544,ST PETER'S HEALTH PARTNERS,P,48010867,PER BOOKS
201941349349302874,141338544,ST PETER'S HEALTH PARTNERS MEDICAL ASSOCIATES PC,O,300325,PER BOOKS
201941349349302874,141338544,ST PETER'S HEALTH PARTNERS MEDICAL ASSOCIATES PC,P,597380,PER BOOKS
201941349349302874,141338544,ST PETER'S HEALTH PARTNERS MEDICAL ASSOCIATES PC,S,382523,PER BOOKS
201941349349302874,141338544,ST PETER'S HOSPITAL,E,1219981,PER BOOKS
201941349349302874,141338544,ST PETER'S HOSPITAL,H,86430,PER BOOKS
201941349349302874,141338544,ST PETER'S HOSPITAL,P,5270710,PER BOOKS
201941349349302874,141338544,ST PETER'S HOSPITAL,R,55798,PER BOOKS
201941349349302874,141338544,ST PETER'S HOSPITAL,S,352800,PER BOOKS
201941349349302874,141338544,SUNNYVIEW HOSPITAL AND REHABILITATION CENTER,Q,682462,PER BOOKS
201941349349302874,141338544,THE COMMUNITY HOSPICE INC,L,209157,PER BOOKS
201941349349302874,141338544,THE NORTHEAST HEALTH FOUNDATION INC,C,1132712,PER BOOKS
201921359349301747,951642394,LORD FOUNDATION OF CALIFORNIA,S,13376952,FMV
201921359349301747,951642394,LORD FOUNDATION OF CALIFORNIA,C,2200000,FMV
201921359349301747,951642394,USC CARE MEDICAL GROUP INC,Q,331295301,FMV
201921359349301747,951642394,MAY ROBERTS DEWRIGHT TRUST,S,1673393,FMV
201921359349301747,951642394,MAY ROBERTS DEWRIGHT TRUST,C,835918,FMV
201921359349301747,951642394,DAVID X MARKS FOUNDATION,C,1534000,FMV
201921359349301747,951642394,LAZARD EMERGING MARKETS INST TRUST,P,464258,FMV
201921359349301747,951642394,LAZARD EMERGING MARKETS INST TRUST,R,1188638,FMV
201921359349301747,951642394,LAZARD EMERGING MARKETS INST TRUST,S,1709370,FMV
201921359349301747,951642394,WELLINGTON TRST CO CTF REAL TOTAL RTRN PORTFO,P,137445,FMV
201921359349301747,951642394,WELLINGTON TRST CO CTF REAL TOTAL RTRN PORTFO,R,429413,FMV
201921359349301747,951642394,CLASSICAL PUBLIC RADIO LLC,C,402269,BOOK
201932879349301688,910615846,NORTHWEST UNIVERSITY FOUNDATION,A,56494,ACTUAL COSTS
201932879349301688,910615846,NORTHWEST UNIVERSITY FOUNDATION,C,74619,ACTUAL COSTS
201932879349301688,910615846,NORTHWEST UNIVERSITY FOUNDATION,Q,74619,ACTUAL COSTS
201932989349301013,952672750,CONSTRUCTION LABORERS TF ADMINISTRATIVE CORP,P,132536,% OF DLQ CONTR
201833189349310353,420504780,STL HEALTH RESOURCES,E,71000,"BASED ON GAAP, CASH, AND/OR FMV."
201921649349301202,730590036,BACONE COLLEGE DEVELOPMENT CORPORATION,N,14416648,COST
201921649349301202,730590036,BACONE COLLEGE DEVELOPMENT CORPORATION,O,4365957,COST
201833189349312643,941186175,CALIDAD INDUSTRIES INC,Q,628793,ACTUAL REIMBURSEMENT
201843189349305414,750917417,Christian Methodist Episcopal Church,c,170500,FMV
201901419349301225,381374230,DOROTHY D AND JOSEPH A MOLLER FOUNDATION,L,203010,CASH
201833189349307008,410956618,HEALTHPARTNERS INC - CLAIMSHEALTHCARE SERVICES,L,67357484,CASH AMOUNT
201833189349307008,410956618,HEALTHPARTNERS INC - RENT,P,640000,CASH AMOUNT
201833189349307008,410956618,REGIONS HOSPITAL FOUNDATION - CLAIMSHEALTHCARE SERVICES,C,1412967,CASH AMOUNT
201843199349305049,416011702,CHARTERHOUSE INC,A,93750,GAAP
201843199349305049,416011702,CHARTERHOUSE INC,L,905841,GAAP
201843199349305049,416011702,CHARTERHOUSE INC,N,83660,GAAP
201843199349305049,416011702,CHARTERHOUSE INC,R,2493549,GAAP
201843199349305049,416011702,CHARTERHOUSE INC,S,3874811,GAAP
201843199349305049,416011702,FRANKLIN HEATING STATION,P,32711530,GAAP
201843199349305049,416011702,FRANKLIN HEATING STATION,S,955303,GAAP
201843199349305049,416011702,GOLD CROSS AMBULANCE SERVICE,M,6949714,GAAP
201843199349305049,416011702,GOLD CROSS AMBULANCE SERVICE,R,90118,GAAP
201843199349305049,416011702,GOLD CROSS AMBULANCE SERVICE,S,8761867,GAAP
201843199349305049,416011702,MAYO CLINIC ARIZONA,B,63856269,GAAP
201843199349305049,416011702,MAYO CLINIC ARIZONA,C,16172110,GAAP
201843199349305049,416011702,MAYO CLINIC ARIZONA,L,11748338,GAAP
201843199349305049,416011702,MAYO CLINIC ARIZONA,M,2728600,GAAP
201843199349305049,416011702,MAYO CLINIC ARIZONA,N,2390354,GAAP
201843199349305049,416011702,MAYO CLINIC ARIZONA,P,145250,GAAP
201843199349305049,416011702,MAYO CLINIC ARIZONA,Q,3911025,GAAP
201843199349305049,416011702,MAYO CLINIC ARIZONA,R,60126962,GAAP
201843199349305049,416011702,MAYO CLINIC ARIZONA,S,694046,GAAP
201843199349305049,416011702,MAYO CLINIC FLORIDA,A,2397496,GAAP
201843199349305049,416011702,MAYO CLINIC FLORIDA,L,2513463,GAAP
201843199349305049,416011702,MAYO CLINIC FLORIDA,N,10343065,GAAP
201843199349305049,416011702,MAYO CLINIC FLORIDA,Q,728114,GAAP
201843199349305049,416011702,MAYO CLINIC FLORIDA,C,400000000,GAAP
201843199349305049,416011702,MAYO CLINIC FLORIDA,M,95141,GAAP
201843199349305049,416011702,MAYO CLINIC FLORIDA,S,3332168,GAAP
201843199349305049,416011702,MAYO CLINIC HEALTH SYSTEM SOUTHEAST MINNESOTA REGION,B,722102,GAAP
201843199349305049,416011702,MAYO CLINIC HEALTH SYSTEM SOUTHEAST MINNESOTA REGION,L,15777333,GAAP
201843199349305049,416011702,MAYO CLINIC HEALTH SYSTEM SOUTHEAST MINNESOTA REGION,N,1591488,GAAP
201843199349305049,416011702,MAYO CLINIC HEALTH SYSTEM SOUTHEAST MINNESOTA REGION,Q,667142,GAAP
201843199349305049,416011702,MAYO CLINIC HEALTH SYSTEM SOUTHEAST MINNESOTA REGION,R,22215302,GAAP
201843199349305049,416011702,MAYO CLINIC HEALTH SYSTEM SOUTHEAST MINNESOTA REGION,S,57738,GAAP
201843199349305049,416011702,MAYO CLINIC HEALTH SYSTEM SOUTHWEST MINNESOTA REGION,L,16509705,GAAP
201843199349305049,416011702,MAYO CLINIC HEALTH SYSTEM SOUTHWEST MINNESOTA REGION,N,1321922,GAAP
201843199349305049,416011702,MAYO CLINIC HEALTH SYSTEM SOUTHWEST MINNESOTA REGION,Q,1157489,GAAP
201843199349305049,416011702,MAYO CLINIC HEALTH SYSTEM SOUTHWEST MINNESOTA REGION,R,3273374,GAAP
201843199349305049,416011702,MAYO CLINIC HEALTH SYSTEM SOUTHWEST MINNESOTA REGION,S,64023,GAAP
201843199349305049,416011702,MAYO CLINIC HEALTH SYSTEM SOUTHWEST MINNESOTA REGION,B,453490,GAAP
201843199349305049,416011702,MAYO CLINIC HOSPITAL - ROCHESTER,B,206701,GAAP
201843199349305049,416011702,MAYO CLINIC HOSPITAL - ROCHESTER,C,500021205,GAAP
201843199349305049,416011702,MAYO CLINIC HOSPITAL - ROCHESTER,L,8491854,GAAP
201843199349305049,416011702,MAYO CLINIC HOSPITAL - ROCHESTER,M,2323042,GAAP
201843199349305049,416011702,MAYO CLINIC HOSPITAL - ROCHESTER,N,2688993,GAAP
201843199349305049,416011702,MAYO CLINIC HOSPITAL - ROCHESTER,P,8871271,GAAP
201843199349305049,416011702,MAYO CLINIC HOSPITAL - ROCHESTER,Q,103806122,GAAP
201843199349305049,416011702,MAYO CLINIC HOSPITAL - ROCHESTER,R,5503218,GAAP
201843199349305049,416011702,MAYO CLINIC HOSPITAL - ROCHESTER,S,197238306,GAAP
201843199349305049,416011702,MAYO CLINIC JACKSONVILLE,A,915086,GAAP
201843199349305049,416011702,MAYO CLINIC JACKSONVILLE,B,479770313,GAAP
201843199349305049,416011702,MAYO CLINIC JACKSONVILLE,C,18175973,GAAP
201843199349305049,416011702,MAYO CLINIC JACKSONVILLE,S,1721927,GAAP
201843199349305049,416011702,MAYO CLINIC JACKSONVILLE,L,8913929,GAAP
201843199349305049,416011702,MAYO CLINIC JACKSONVILLE,M,6022958,GAAP
201843199349305049,416011702,MAYO CLINIC JACKSONVILLE,N,12481740,GAAP
201843199349305049,416011702,MAYO CLINIC JACKSONVILLE,Q,3735588,GAAP
201843199349305049,416011702,MAYO CLINIC JACKSONVILLE,R,33980239,GAAP
201843199349305049,416011702,MAYO CLINIC SUPPORT SERVICES - TEXAS,L,171000,GAAP
201843199349305049,416011702,MAYO FOUNDATION FOR MEDICAL EDUCATION AND RESEARCH,B,2274090,GAAP
201843199349305049,416011702,MAYO FOUNDATION FOR MEDICAL EDUCATION AND RESEARCH,L,683515,GAAP
201843199349305049,416011702,MAYO FOUNDATION FOR MEDICAL EDUCATION AND RESEARCH,M,69463541,GAAP
201843199349305049,416011702,MAYO FOUNDATION FOR MEDICAL EDUCATION AND RESEARCH,N,8231524,GAAP
201843199349305049,416011702,MAYO FOUNDATION FOR MEDICAL EDUCATION AND RESEARCH,P,3570168225,GAAP
201843199349305049,416011702,MAYO FOUNDATION FOR MEDICAL EDUCATION AND RESEARCH,Q,1061392,GAAP
201843199349305049,416011702,MAYO FOUNDATION FOR MEDICAL EDUCATION AND RESEARCH,R,516275,GAAP
201843199349305049,416011702,MAYO FOUNDATION FOR MEDICAL EDUCATION AND RESEARCH,S,250685125,GAAP
201843199349305049,416011702,MAYO HOLDING COMPANY,R,373373,GAAP
201843199349305049,416011702,MAYO INSURANCE COMPANY LTD,F,10000000,GAAP
201843199349305049,416011702,MCHS IN WAYCROSS INC,B,90268286,GAAP
201843199349305049,416011702,MCHS IN WAYCROSS INC,C,10148609,GAAP
201843199349305049,416011702,MCHS IN WAYCROSS INC,R,66711,GAAP
201843199349305049,416011702,MCHS IN WAYCROSS INC,L,336313,GAAP
201843199349305049,416011702,MCHS--DECORAH CLINIC PHYSICIANS,S,1890118,GAAP
201843199349305049,416011702,MCHS--NORTHWEST WISCONSIN REGION INC,B,271114,GAAP
201843199349305049,416011702,MCHS--NORTHWEST WISCONSIN REGION INC,L,21941649,GAAP
201843199349305049,416011702,MCHS--NORTHWEST WISCONSIN REGION INC,N,2111921,GAAP
201843199349305049,416011702,MCHS--NORTHWEST WISCONSIN REGION INC,Q,804059,GAAP
201843199349305049,416011702,MCHS--NORTHWEST WISCONSIN REGION INC,R,45592350,GAAP
201843199349305049,416011702,MCHS--NORTHWEST WISCONSIN REGION INC,C,62114,GAAP
201843199349305049,416011702,MCHS-CANNON FALLS,N,787054,GAAP
201843199349305049,416011702,MCHS-CANNON FALLS,Q,167023,GAAP
201843199349305049,416011702,MCHS-CANNON FALLS,S,51014,GAAP
201843199349305049,416011702,MCHS-CANNON FALLS,R,57019,GAAP
201843199349305049,416011702,MCHS-CANNON FALLS,L,273980,GAAP
201843199349305049,416011702,MCHS-CHIPPEWA VALLEY INC,N,232560,GAAP
201843199349305049,416011702,MCHS-CHIPPEWA VALLEY INC,R,870336,GAAP
201843199349305049,416011702,MCHS-CHIPPEWA VALLEY INC,L,170717,GAAP
201843199349305049,416011702,MCHS-FAIRMONT,B,211509,GAAP
201843199349305049,416011702,MCHS-FAIRMONT,N,531748,GAAP
201843199349305049,416011702,MCHS-FAIRMONT,L,375316,GAAP
201843199349305049,416011702,MCHS-FAIRMONT,S,86899,GAAP
201843199349305049,416011702,MCHS-FRANCISCAN HEALTHCARE FOUNDATION INC,R,874886,GAAP
201843199349305049,416011702,MCHS-FRANCISCAN MEDICAL CENTER INC,B,240687,GAAP
201843199349305049,416011702,MCHS-FRANCISCAN MEDICAL CENTER INC,L,13923751,GAAP
201843199349305049,416011702,MCHS-FRANCISCAN MEDICAL CENTER INC,N,735479,GAAP
201843199349305049,416011702,MCHS-FRANCISCAN MEDICAL CENTER INC,Q,696517,GAAP
201843199349305049,416011702,MCHS-FRANCISCAN MEDICAL CENTER INC,S,70745,GAAP
201843199349305049,416011702,MCHS-FRANCISCAN MEDICAL CENTER INC,R,414798,GAAP
201843199349305049,416011702,MCHS-LAKE CITY,B,59804,GAAP
201843199349305049,416011702,MCHS-LAKE CITY,N,1981332,GAAP
201843199349305049,416011702,MCHS-LAKE CITY,Q,210997,GAAP
201843199349305049,416011702,MCHS-LAKE CITY,R,109154,GAAP
201843199349305049,416011702,MCHS-LAKE CITY,L,402864,GAAP
201843199349305049,416011702,MCHS-MANKATO FOUNDATION,R,62037,GAAP
201843199349305049,416011702,MCHS-NEW PRAGUE,N,134756,GAAP
201843199349305049,416011702,MCHS-NEW PRAGUE,S,60379,GAAP
201843199349305049,416011702,MCHS-NEW PRAGUE,B,165680,GAAP
201843199349305049,416011702,MCHS-NEW PRAGUE,L,186581,GAAP
201843199349305049,416011702,MCHS-NORTHLAND INC,N,508461,GAAP
201843199349305049,416011702,MCHS-NORTHLAND INC,R,1792227,GAAP
201843199349305049,416011702,MCHS-NORTHLAND INC,L,313596,GAAP
201843199349305049,416011702,MCHS-OAKRIDGE INC,N,736534,GAAP
201843199349305049,416011702,MCHS-OAKRIDGE INC,L,115832,GAAP
201843199349305049,416011702,MCHS-OWATONNA,N,1171018,GAAP
201843199349305049,416011702,MCHS-OWATONNA,Q,157736,GAAP
201843199349305049,416011702,MCHS-OWATONNA,R,962447,GAAP
201843199349305049,416011702,MCHS-OWATONNA,L,857470,GAAP
201843199349305049,416011702,MCHS-PHARMACY & HOME MEDICAL INC,N,324012,GAAP
201843199349305049,416011702,MCHS-PHARMACY & HOME MEDICAL INC,L,129643,GAAP
201843199349305049,416011702,MCHS-RED CEDAR INC,L,503559,GAAP
201843199349305049,416011702,MCHS-RED CEDAR INC,N,64409,GAAP
201843199349305049,416011702,MCHS-RED CEDAR INC,R,12609569,GAAP
201843199349305049,416011702,MCHS-RED WING,A,1692188,GAAP
201843199349305049,416011702,MCHS-RED WING,N,1121754,GAAP
201843199349305049,416011702,MCHS-RED WING,Q,734041,GAAP
201843199349305049,416011702,MCHS-RED WING,L,826659,GAAP
201843199349305049,416011702,MCHS-RED WING,S,2399929,GAAP
201843199349305049,416011702,MCHS-SPRINGFIELD,N,477171,GAAP
201843199349305049,416011702,MCHS-SPRINGFIELD,R,292500,GAAP
201843199349305049,416011702,MCHS-SPRINGFIELD,L,58448,GAAP
201843199349305049,416011702,MCHS-ST JAMES,N,1148955,GAAP
201843199349305049,416011702,MCHS-ST JAMES,R,149878,GAAP
201843199349305049,416011702,MCHS-ST JAMES,B,132897,GAAP
201843199349305049,416011702,MCHS-ST JAMES,L,114952,GAAP
201843199349305049,416011702,MCHS-WASECA,R,1347960,GAAP
201843199349305049,416011702,MCHS-WASECA,N,61284,GAAP
201843199349305049,416011702,MCHS-WASECA,L,173526,GAAP
201843199349305049,416011702,MMSI INC,N,679115,GAAP
201843199349305049,416011702,MMSI INC,R,130665,GAAP
201843199349305049,416011702,MMSI INC,S,275685606,GAAP
201843199349305049,416011702,MMSI INC,L,62959,GAAP
201843199349305049,416011702,POVERELLO FOUNDATION,B,922798,GAAP
201843199349305049,416011702,POVERELLO FOUNDATION,R,5065589,GAAP
201823389349300017,620812782,ST CECILIA CONGREGATION,M,412806,ACTUAL SR STIPENDS PAID
201823389349300017,620812782,DOMINICAN CAMPUS,N,399138,ACTUAL ASSESSMENT
201823389349300017,620812782,ST CECILIA CONGREGATION,B,619910,ACTUAL SR SCHLR AWARDS
201823389349300017,620812782,ST CECILIA CONGREGATION,C,502654,DONATED SERVICES ESTIMATE
201823389349300017,620812782,ST CECILIA CONGREGATION,B,230000,CASH DONATION
201823389349300017,620812782,ST CECILIA CONGREGATION,E,1200000,LOAN GUARANTEE
201843149349300219,952672750,CONSTRUCTION LABORERS TF ADMINISTRATIVE CORP,P,153556,% OF DLQ CONTR
201921369349300117,516000297,University of DE Library Associates Inc,c,107000,Cash Dist
201921369349300117,516000297,University of DE Research Foundation,c,225000,Cash Dist
201921369349300117,516000297,UNIDEL Foundation Inc,c,10667139,Cash Dist
201921369349300117,516000297,University of DE Alumni Association Inc,c,157706,Cash Dist
201921369349300117,516000297,See Sch RPart VII Supplemental Info,n
201921369349300117,516000297,See Sch RPart VII Supplemental Info,o
201902989349300145,020274509,Motivis Learning Systems Inc,B,6006687,CASH
201902989349300145,020274509,Rethink Education Seed LP,B,3849999,CASH
201941349349311014,570314404,Newberry College Foundation Inc,K
201911309349303346,250965591,JOHNSTOWN EDUCATIONAL FOUNDATION,C,106673,CASH
201911309349303346,250965591,UNIVERSITY DENTAL HEALTH SERVICES,C,467100,CASH
201911309349303346,250965591,UNIVERSITY DENTAL HEALTH SERVICES,O,1593075,CASH
201911309349303346,250965591,UNIVERSITY DENTAL HEALTH SERVICES,Q,47668,CASH
201941359349303829,310537486,TRIHEALTH PHYSICIAN ENTERPRISE CORP,A,4836563,FMV
201941359349303829,310537486,TRIHEALTH INC,A,2897,FMV
201941359349303829,310537486,GOOD SAMARITAN HOSPITAL FOUNDATION OF CINCINNATI,B,6382086,CASH
201941359349303829,310537486,TRIHEALTH INC,B,110317917,CASH
201941359349303829,310537486,GOOD SAMARITAN HOSPITAL FOUNDATION OF CINCINNATI,C,1981855,CASH
201941359349303829,310537486,CATHOLIC HEALTH INITIATIVES,E,5024522,FMV
201941359349303829,310537486,BETHESDA HOSPITAL INC,K,6016140,FMV
201941359349303829,310537486,BETHESDA PROPERTIES INC,K,17488,FMV
201941359349303829,310537486,BETHESDA HEALTHCARE INC,K,29046,FMV
201941359349303829,310537486,TRIHEALTH INC,K,272599,FMV
201941359349303829,310537486,TRIHEALTH PHYSICIAN ENTERPRISE CORP,K,103428,FMV
201941359349303829,310537486,AMERICAN NURSING CARE INC,M,2863739,FMV
201941359349303829,310537486,PATIENT TRANSPORT SERVICES INC,M,701783,FMV
201941359349303829,310537486,CATHOLIC HEALTH INITIATIVES,M,11905229,FMV
201941359349303829,310537486,GOOD SAMARITAN HOSPITAL FOUNDATION OF CINCINNATI,O,721220,FMV
201941359349303829,310537486,GOOD SAMARITAN COLLEGE OF NURSING & HEALTH SCIENCE,O,5560255,FMV
201941359349303829,310537486,TRIHEALTH INC,M,112258096,COST
201941359349303829,310537486,TRIHEALTH INC,P,231410451,COST
201941359349303829,310537486,CATHOLIC HEALTH INITIATIVES,P,4834918,COST
201941359349303829,310537486,GOOD SAMARITAN HOSPITAL FOUNDATION OF CINCINNATI,R,5000000,CASH
201941359349303829,310537486,COMMUNITY LIMITED CARE DIALYSIS CENTER,S,2502719,CASH
201902739349300420,521547103,KNIGHTS OF COLUMBUS - 501(C)(8),C,10776664,FAIR MARKET VALUE
201902739349300420,521547103,KNIGHTS OF COLUMBUS - 501(C)(8),P,1814849,FAIR MARKET VALUE
201902739349300420,521547103,KNIGHTS OF COLUMBUS - 501(C)(8),R,1500000,FAIR MARKET VALUE
201911299349302216,362181973,ROSALIND FRANKLIN UNIVERSITY HEALTH CLINICS,D,18400966,TOTAL ACTUAL OUTSTANDING LOAN AT YEAR END
201911299349302216,362181973,ROSALIND FRANKLIN UNIVERSITY HEALTH CLINICS,P,550411,ACTUAL COST
201921359349312372,630417508,ALABAMA BAPTIST STATE CONVENTION,C,2527933,CASH VALUE
201941349349307494,520643528,WGTSCUC BROADCASTING INC,A,95886,ACTUAL COST
