object_id,ein,Dsc,TtlRvnClmnAmt,RltdOrExmptFncIncmAmt
201932959349301018,850474926,TUITION AND FEES,49360,49360
201932959349301018,850474926,MISCELLANEOUS,111,111
202021489349300612,362169157,Community Education,611600,311057,311057
202031929349300133,030179403,TUITION AND FEES,611710,78975672,78975672
202031929349300133,030179403,RESIDENCE AND DINNING,721310,18862060,18862060
202031929349300133,030179403,BOOK STORE,451211,956915,956915
202031929349300133,030179403,AUXILIARY INCOME,900099,471374,471374
202031929349300133,030179403,SMC PLAYHOUSE,713940,458914,458914
202011489349300631,042103567,TUITION AND FEES,611710,110038381,110038381
202011489349300631,042103567,RESIDENCE AND DINING,721000,38169883,38169883
202011489349300631,042103567,CONFERENCE & EDUCATION SERVICES,611710,8348995,345675,8003320
202011489349300631,042103567,PARKING FINES,900099,639567,639567
202011489349300631,042103567,ATHLETICS,900099,526535,32705,493830
202011959349304756,204905370,SERVICE FEES,611710,191983,191983
202040659349300404,751081109,TUITION AND FEES,611710,49771265,49771265
202040659349300404,751081109,AUXILIARY,611710,8890102,8890102
202040659349300404,751081109,MISCELLANEOUS,611710,861423,861423
201913189349305966,430471057,TUITION,611710,24386430,24386430
201913189349305966,430471057,FEES,611710,431025,431025
202000149349301800,391201561,TUITION AND FEES,611600,28386091,28386091
202010139349300006,421457548,COMMUNICATIONS PROJECT,541700,119678,119678
202010139349300006,421457548,OPEN SPEED SHOP PROJECT,541700,41838,41838
202010139349300006,421457548,OTHER PROGRAMS,541700,33874,33874
201902839349300530,362170999,TUITION AND FEES,611310,64531913,64531913
201902839349300530,362170999,STUDENT HOUSING AND AUXILIARY ENT,611310,3774575,3771475,3100
201943199349311284,112705352,TUITION INCOME,611710,2118089,2118089
201943199349311284,112705352,STUDENT INTERN CLINIC,611710,221910,221910
201943199349311284,112705352,AUXILIARY ACTIVITIES,611710,109293,109293
202001219349301015,362167855,Tuition and Fees,611310,79785848,79785848,0,0
202001219349301015,362167855,Auxiliary Revenue,611710,7437244,7437244,0,0
202001219349301015,362167855,"Finance, Payment Plan, Transcripts",611710,400918,400918,0,0
202001219349301015,362167855,Parking and permit fees,611710,141885,141885,0,0
202021489349301322,540575812,Educational Services,611310,39991304,39991304,0,0
202021489349301322,540575812,Auxiliary Services,900099,4936605,4936605,0,0
202021489349301417,160743900,Tuition & Fees,611310,53752069,53752069,0,0
202021489349301417,160743900,Auxiliary Services,611710,14762732,14762732,0,0
202021489349301417,160743900,Educational Activities,611710,96243,96243,0,0
201903379349300020,610492351,STUDENT TUITION & FEES,6572989,6572989
201903379349300020,610492351,ROOM & BOARD,3033653,3033653
201903379349300020,610492351,JUNE BUCHANAN SCHOOL,298536,298536
201903379349300020,610492351,FAC./STAFF HOUSING,78510,78510
201903379349300020,610492351,PRE-SCHOOL TUITION,64281,64281
201903379349301515,811545781,FTE-PER STUDENT FUNDING,900099,1062565,0,0
201903379349301515,811545781,FOOD SERVICE,900099,12640,0,0
201903379349301515,811545781,BEFORE/AFTER CARE,900099,4270,0,0
201903379349301515,811545781,FEDERAL FUNDING,900099,229767,0,0
202031329349302348,460872490,TUITION,1266462,1266462
201921799349300037,111630741,TUITION AND FEES,611600,256777857,256777857
201921799349300037,111630741,SALES&SERVICES-EDUCATIONAL DEPTS,611710,4091235,4091235
201921799349300037,111630741,STUDENT SUPPORT,721000,15068612,15068612
202030789349300408,430356250,Educational Programs,611600,139732903,139732903
202030789349300408,430356250,Patient Care,621400,8504284,8504284
202030789349300408,430356250,Student Loan Interest,611710,78721,78721
202030789349300408,430356250,Student Housing/Recreational,611710,269643,269643
201913199349318596,463116226,COLLEGE TUITION,611600,463854,463854
202020579349301312,420680408,Tuition and fees,611310,28350296,28350296
202020579349301312,420680408,Auxiliary enterprises,611710,4525547,4525547
202020579349301312,420680408,Conferences & events,611710,142505,142505
201923179349304657,822152009,TUITION,611430,38167,38167
201923129349302717,752958731,SMALL BUSINESS EDUCATION,611710,466236,466236
201943199349318704,330611334,TUITION INCOME,427927,427927
201912879349300606,570650419,TUITION,611310,20800,20800
201912879349300606,570650419,STUDENT FEES,611310,35,35
202031929349301818,951916051,Tuition and fees,611600,25217004,25217004
202031929349301818,951916051,Auxiliary,611600,2961431,2961431
202040919349300639,741143128,EDUCATION AND GENERAL - TUITION & FEES,611310,105235888,105235888,0,0
202040919349300639,741143128,Auxiliary Services,611710,13197911,13197911,0,0
202040919349300639,741143128,EDUCATIONAL HEALTH INSURANCE,611710,1238312,1238312,0,0
202040919349300639,741143128,Educational Program Fee,611710,1155704,1155704,0,0
202040919349300639,741143128,EDUCATION AND INSTITUTION FEE,611710,871030,871030,0,0
202001359349303200,710959302,PROGRAM SERVICE REVENUE,611600,520912,520912
202040999349300414,250965430,Tuition & Fees,611310,105934140,105934140,0,0
202040999349300414,250965430,Auxilliary Services,611310,25118434,25118434,0,0
202040999349300414,250965430,Government Grants & Contracts,611310,1252333,1252333,0,0
202040999349300414,250965430,Other Educational Related,611310,1231971,1231971,0,0
202040999349300414,250965430,Athletics,611310,163982,163982,0,0
201913179349301621,203048545,SCHOLARSHIP,611600,95202,95202
201913179349301621,203048545,TUITION AND FEES AUST,611600,18669,18669
202042279349302959,362123438,EDUCATIONAL SERVICES REVENUE,611600,252919,252919
202042279349302959,362123438,0
202042279349302959,362123438,0
202042279349302959,362123438,0
202042279349302959,362123438,0
201903369349301225,474425987,PROGRAM SERVICE FEES,611310,782198,782198
202000149349301415,476025325,TUITION & FEES,611600,139595,139595
202000149349301415,476025325,ROOM AND BOARD CHARGES,611600,16525,16525
202000149349301415,476025325,MISCELLANEOUS,611710,13704,13704
202040999349300019,150543658,TUITION AND FEES,611600,25478642,25478642
202040999349300019,150543658,AUXILIARY SERVICES,611600,8753883,8483293,270590
202040659349300419,236050131,BOOKS AND PUBLICATIONS,511190,521725,521725
202040659349300419,236050131,LIBERTY FUND,900099,175401,175401
202001979349308065,570387838,TUITION & FEES,611600,1864167,1864167
202001979349308065,570387838,ROOM & BOARD,611600,944625,944625
202001979349308065,570387838,OTHER INCOME,611600,35000,35000
202001979349308065,570387838,OTHER PROGRAM SERVICE,611600,2064,2064
202001979349308065,570387838,OTHER INCOME-STUDENT A,611600,48,48
201933199349303913,472420967,TUITION REVENUE,611310,137,137
202031929349300248,381550064,TUITION,611600,56416273,56416273
202031929349300248,381550064,COURSE/LAB FEES,611600,1268244,1268244
202031929349300248,381550064,REGISTRATION FEES,611600,168250,168250
202031929349300248,381550064,APPLICATION FEES,611600,37928,37928
202031929349300248,381550064,MATERIAL FEES,611600,32680,32680
202001009349300900,240795441,TUITION AND FEES,611310,28110188,28110188
202001009349300900,240795441,ROOM AND BOARD,721000,4757117,4757117
202001009349300900,240795441,SUMMER AND WEEKENDER,611710,1154535,1154535
202001009349300900,240795441,BOOK STORE COMMISSION,611710,75179,75179
202021499349301552,237275328,ADMIN FEE,62040,62040
202021499349301552,237275328,JATP ADMIN FEE,9814,9814
202011479349301711,560547511,TUITION AND FEES,611310,11228898,11228898
202011479349301711,560547511,AUXILIARY ENTERPRISES,611310,5823428,5823428
202022309349301562,810374399,611210,847169,847169
201903199349310155,421351526,EDUCATION REVENUE,611310,11793986,11793986
201903199349310155,421351526,MGMT & SUPPORT SVCS,900099,2680,2680
201903199349310155,421351526,RENTAL INCOME,531100,988,988
202010659349300601,540524516,TUITION AND FEES,611310,23584232,23584232
202010659349300601,540524516,AUXILIARY SALES AND SERVICES,611710,6829000,6829000
202010659349300601,540524516,OTHER INCOME,711210,776345,776345
202032309349303298,204781979,FEES FOR SERVICES,900099,1265366,1265366
202040919349300614,620483210,TUITION & FEES,611310,18615038,18615038
202040919349300614,620483210,AUXILIARY ENTERPRISES,900099,3256449,3119490,80778,56181
202001969349302750,131624238,TUITION AND FEES,611710,7255292,7255292
202001969349302750,131624238,RENTAL INCOME,532000,5451051,5033310,417741
202001969349302750,131624238,STUDENT LOAN INTEREST,611710,51408,51408
202001969349302750,131624238,AUXILIARY ENTERPRISES SALES & SER,532000,8359,8359
201933229349300443,480548361,STUDENT TUITION / FEES,611600,10523982,10523982
201933229349300443,480548361,AUXILIARY ENTERPRISES,611710,2733122,2733122
201933229349300443,480548361,ORG ACTIVITIES / OTHER,611710,450020,412377,37643
201923199349305157,470418641,TUITION & FEES,611600,7416060,7416060
202011009349300441,111630830,Tuition and Fees,900099,635899353,635899353
202011009349300441,111630830,Auxiliary Enterprises,900099,69894906,69890524,4382
202011009349300441,111630830,Other Revenue,900099,5697139,5697139
202031129349301143,596155069,TUITION & FEES,611310,1898002,1898002
202031129349301143,596155069,AUXILIARY INCOME,721310,350823,350823
201933229349300733,943109801,building fund,611600,47500,47500
201933229349300733,943109801,Endowment,101000,101000
201933229349300733,943109801,Facility fee,611600,95702,95702
201933229349300733,943109801,Scholarship Fund,611600,18999,18999
201933229349300733,943109801,Seminary,611600,332396,332396
202031369349301428,742841146,RENTAL INCOME,1501422,1501422
202031369349301428,742841146,FINES AND DAMAGE,50,50
202031129349301148,592961536,TUITION & FEES,611310,15394229,15394229
202031129349301148,592961536,ROOM AND BOARD FEES,611310,4354531,4354531
202031129349301148,592961536,STUDENT SERVICE FEES,611310,316937,316937
202031129349301148,592961536,SUMMER FOR SUCCESS FEES,611310,231050,231050
202001979349307040,526056979,STUDENT TUITION/FEES,900099,8300101,8300101
202031089349301403,430652649,INSTRUCTION & AUXILIARY,900099,170069836,170069836
202031089349301403,430652649,AUXILIARY - UNRELATED,900099,748435,748435
202022269349302262,475148345,TUITION AND FEES,611600,12962905,12962905
202022269349302262,475148345,OTHER REVENUE,611600,60558,60558
201913209349300606,954457666,Other Income,15494,15494
201913209349300606,954457666,Tuition Income,1499345,1499345
201943199349316564,650216638,TUITION AND FEES,611600,438701995,438701995
201943199349316564,650216638,EDUCATIONAL ACTIVITIES,611600,38245144,38245144
201943199349316564,650216638,AUXILARY ACTIVITIES,611600,4496060,4496060
201943199349316564,650216638,ROOM & BOARD,611600,4284425,4284425
202011329349301876,953538772,TUITION AND FEES,3811422,3811422
202011329349301876,953538772,SCHOOL CLINIC,754498,754498
202011329349301876,953538772,RENT,471000,471000
202011329349301876,953538772,FEDERAL FUND,117685,117685
202011329349301876,953538772,LESS:REFUND & ALLOWANCE,-102135,-102135
202031369349302408,540505977,TUITION AND FEES,611710,112270630,111748215
202031369349302408,540505977,AUXILIARY SERVICES,611710,24355006,24355006,522415
202031369349302408,540505977,OTHER MISC INCOME,611710,960142,905583,54559
202001979349308040,620202000,TUITION AND FEES,611310,17383805,17383805
202001339349301925,344428219,TUITION AND FEES,611710,34228563,34228563
202001339349301925,344428219,RESIDENCE HALLS,611710,4747983,4747983
202001339349301925,344428219,FOOD SERVICE,611710,4374387,4374387
202001339349301925,344428219,CONFERENCE REVENUE,611710,301480,301480
202001339349301925,344428219,DEPARTMENTAL SERVICES REVENUE,611710,531124,531124
202031369349301838,610470593,TUITION/FEES,611710,133456890,133456890
202031369349301838,610470593,AUXILIARY ENTERPRISES,611710,10282016,10282016
202031369349301838,610470593,DEPARTMENTAL SALES/SERVICES,611710,672894,672894
201943229349300504,571102885,ROOM CHARGE INCOME,531110,2369645,2369645
201943229349300504,571102885,MEAL PLAN INCOME,900099,772563,772563
201943229349300504,571102885,RENTAL PROPS HELD FOR SALE,900099,49293,49293
201943229349300504,571102885,ARA COMMISSION INCOME,531110,35377,35377
201943229349300504,571102885,PARKING DECAL INCOME,900099,24113,24113
202021959349300802,240772407,Golf Course,713910,599276,599276
202021959349300802,240772407,Related Auxiliary Svcs,611710,1155387,1155387
202021959349300802,240772407,Residence Halls & Dining,611710,37956071,37956071
202021959349300802,240772407,Summer Conferences,721000,416818,416818
202021959349300802,240772407,Tuition & Fees,611710,199818846,199818846
202000399349300710,150543962,TUITION & FEES,611710,5730041,5730041
202000399349300710,150543962,AUXILIARY ENTERPRISES,611710,1912044,1912044
202041479349300509,020223955,Tuition and Fees,611710,52051906,52051906
202041479349300509,020223955,Auxiliary Services,713990,9802868,9726348,76520
202041479349300509,020223955,Various Other Income,611710,529290,529290
202041479349300509,020223955,Student Services,611710,368562,368562
202041479349300509,020223955,Commencement Income,611710,111001,111001
202021899349300837,474921180,TUITION INCOME,900099,4900,4900
201943199349306674,311817233,PROGRAM SERVICE REVENUE,67642,67642
202030769349300133,362177133,TUITION,611310,102820221,102820221
202030769349300133,362177133,ROOM AND BOARD,611310,5548968,5548968
202030769349300133,362177133,OTHER PROGRAM,611310,436644,436644
202030769349300133,362177133,BOOKSTORE REVENUE,611310,80459,80459
202030769349300133,362177133,WORKSHOP REVENUE,611310,28100,28100
202010649349300911,580593438,TUITION & FEES,900099,12959120,12959120
202010649349300911,580593438,AUXILIARY ENTERPRISES,900099,3359305,3359305
202010649349300911,580593438,MISCELLANEOUS,900099,450444,450444
202010649349300911,580593438,RENTAL PROPERTY,900099,138852,138852
202010649349300911,580593438,COMMISSIONS & OTHER GRANT,900099,32450,32450
202001969349303630,310707369,Tuition and fees - Franklin University,611310,52183117,52183117,0,0
202001969349303630,310707369,Tuition and fees - Urbana University,611310,11149510,11149510,0,0
202001969349303630,310707369,Program development,611310,261540,261540,0,0
202001969349303630,310707369,Auxillary revenue,611310,2450762,2450762,0,0
202031929349301518,362167854,Tuition and fees,611310,107301055,107301055
202031929349301518,362167854,Non Credit Programs,611310,670181,670181
202031929349301518,362167854,Auxillary Income,611710,7749747,7749747
202031929349301603,362177139,TUITION AND FEES,611310,976775508,976775508
202031929349301603,362177139,SALES & SERVICES EDU,611310,468075262,468075262
202031929349301603,362177139,SALES & SERVICES AUX,611710,113740489,113740489
202031929349301603,362177139,FEES FROM GOVT AGENCIE,900099,38425575,38425575
202001359349302290,930391563,Tuition and Related Fees,611310,107557448,107557448,0,0
202001359349302825,131099420,Tuition and Fees,611310,64640415,64640415
202001359349302825,131099420,Affiliation Fees,611310,13755925,13755925
202001359349302825,131099420,RESEARCH AND SPONSORED PROJECTS,611310,22884257,22884257
202001359349302825,131099420,Faculty Practice Plans,611310,3861413,3861413
202001359349302825,131099420,Auxiliary Enterprises,611310,5431967,5431967
202001359349302845,560594591,TUITION AND FEES,611710,6680987,6680987
202001359349302845,560594591,SALES AND AUXILIARY,611710,1470682,1470682
202040719349300714,340714670,Tuition and fees,611600,25675609,25675609,0,0
202040719349300714,340714670,Student related fees,611600,2195841,2195841,0,0
202040719349300714,340714670,Dining Services,611710,2868123,2868123,0,0
202040719349300714,340714670,Dormitories,611710,3507464,3507464,0,0
202001989349300335,823228207,AFP PROGRAM SERVICE FEES,231646,231646
202001989349300335,823228207,TUITION,40600,40600
202000459349301925,990255042,TUITION AND FEES,611600,2842053,2842053
202000459349301925,990255042,AUXILIARY SERVICES,611710,1043735,1043735
202022279349300317,136227366,STUDENT HOUSING,900099,1423000,1423000,0,0
